"b.1"	"b.2"
"1"	-3.76702718583628	24.4136462889459
"2"	3.30383214707302	-4.53219207477923
"3"	3.4180403845578	-4.8368096515551
"4"	3.31968282984512	-4.60110634893136
"5"	3.47296689912016	-4.85574103736857
"6"	3.11420437260209	-4.45694176526191
"7"	2.87419360206603	-4.23611164614966
"8"	2.95828830785843	-4.29216843892478
"9"	3.84628976672782	-5.38287430475209
"10"	3.53333745728849	-5.20372321544333
"11"	3.14142677113371	-4.45537042371164
"12"	2.69717860582028	-3.80992101913535
"13"	2.85164105635384	-4.04455402513612
"14"	3.45869793322493	-4.83203697844639
"15"	2.90982283583299	-4.08113774091198
"16"	3.15537783424335	-4.54385750523637
"17"	2.76910830774524	-4.08872905670624
"18"	2.94605311225287	-4.26465397067609
"19"	2.93725590603116	-4.30721350128817
"20"	3.05439601916785	-4.36797421337498
"21"	3.76463175794115	-5.36914151747415
"22"	3.47881791679779	-4.76973152893631
"23"	3.71336521211178	-5.10756963575926
"24"	3.61022108866657	-5.2740775600999
"25"	3.06816745881187	-4.42941211997906
"26"	3.20915098736819	-4.56620871790847
"27"	2.84684018630459	-4.12570480349818
"28"	3.40907429071212	-4.89638656252853
"29"	3.29245736997763	-4.58794861154328
"30"	3.22169676927172	-4.62749492766856
"31"	3.05473302755464	-4.26390452570814
"32"	2.80545518151306	-4.08145982660572
"33"	3.67557715776584	-5.17431288519918
"34"	3.61506368553027	-5.10153709612816
"35"	3.02448451933726	-4.21926031774081
"36"	2.62502896938419	-3.74450924910255
"37"	2.86704088787218	-4.18376788255469
"38"	3.22466084413347	-4.49699730369187
"39"	3.37224793972868	-4.84337663750945
"40"	4.01303072649433	-5.60074745085821
"41"	3.45731028798984	-5.0193106211904
"42"	2.44703460073495	-3.60478463657011
"43"	3.86345244478014	-5.18459433025694
"44"	3.31614945965634	-4.72963701289226
"45"	3.6729721790873	-5.06102966595437
"46"	3.09383863309589	-4.31141304412634
"47"	3.4945747182404	-4.81394841822547
"48"	3.92013344488785	-5.56725022286761
"49"	3.03481190450064	-4.2850274431403
"50"	2.63505142038331	-3.76112685874074
"51"	2.28588232284465	-3.34661469115502
"52"	2.82459487421018	-3.97694836372885
"53"	3.29792670200567	-4.97554444328497
"54"	3.56094097813231	-4.91721182279955
"55"	3.91556732985337	-5.54630272610527
"56"	2.47148199661745	-3.5180681074422
"57"	3.12573627464127	-4.37609280832399
"58"	3.02290111499462	-4.34558644408605
"59"	3.35571284047488	-4.91863617493902
"60"	3.09920673631166	-4.48750198942301
"61"	3.56057224404001	-5.04473646862245
"62"	3.47785839117949	-4.95532186039136
"63"	3.5720328140968	-4.94653586758159
"64"	3.59811870813865	-4.86268186022628
"65"	3.18166042128232	-4.36045566507928
"66"	3.15709901163835	-4.3845488871211
"67"	3.13924255336627	-4.54771109266146
"68"	3.09221425670396	-4.36977680791491
"69"	3.44835407982502	-4.74095366011322
"70"	3.50833457407028	-5.10325975494472
"71"	3.14174483362357	-4.54846850500724
"72"	3.77487295356363	-5.36294986015075
"73"	3.11028847625563	-4.46702922567275
"74"	3.29901680357991	-4.56837815157151
"75"	3.48966825063259	-5.00229187167727
"76"	2.75505884929848	-3.98590477317245
"77"	3.04430661205525	-4.28525513849218
"78"	3.0850556346573	-4.20239353254402
"79"	3.2518455280482	-4.6387145333127
"80"	3.49572320415769	-4.82491905966158
"81"	2.67328393537986	-3.95241770376289
"82"	3.50165307287943	-4.83120910714248
"83"	3.62453186036724	-5.07611017739882
"84"	2.29306768606385	-3.19216229716355
"85"	3.29349891050549	-4.54921219833909
"86"	3.00224521360976	-4.15181839922395
"87"	3.06520262113402	-4.27038258339833
"88"	2.89754938173036	-4.21187152605142
"89"	3.50685804545355	-4.98627362211758
"90"	3.34569425858335	-4.82796593654709
"91"	3.07430938051155	-4.41954225937349
"92"	3.28332802842828	-4.7093929813139
"93"	3.654296453656	-5.13160887959311
"94"	2.88881608261092	-4.26566683563124
"95"	3.28761973112332	-4.46252224914738
"96"	3.86530651841471	-5.53235594615778
"97"	3.56029152242014	-5.05664157231338
"98"	3.66149750209421	-5.20812383693507
"99"	3.61893495944532	-5.22071893664653
"100"	3.06681979703862	-4.53669185138719
"101"	3.51374276830277	-4.82111354861198
"102"	3.35742697662368	-1.13014010631856
"103"	0.315233847336906	-0.936584635048904
"104"	0.276434315343732	-0.890805810635041
"105"	0.20929812474924	-0.776607216138546
"106"	0.258459463867907	-0.869138069149338
"107"	-0.00344094777620424	-0.557492537568035
"108"	0.273326221506484	-0.888648595168477
"109"	0.3776979844355	-0.990579318895862
"110"	0.200409128657177	-0.801861507630405
"111"	0.441208890420033	-1.09072446870403
"112"	0.348321014953894	-0.965094766102888
"113"	0.459045757010984	-1.11398481355049
"114"	0.201550588450564	-0.777718513006395
"115"	0.370388569291056	-1.02941023603424
"116"	0.284375653194524	-0.848263731969767
"117"	0.293306044490861	-0.908365316680651
"118"	0.30954357577125	-0.91653391179932
"119"	0.400076316374316	-1.01235688679722
"120"	0.565049837128903	-1.22427201169531
"121"	0.574811009291466	-1.17678143465765
"122"	0.631269608930857	-1.28035352939433
"123"	0.592041896487582	-1.26050700802949
"124"	0.537901878134188	-1.17268910938877
"125"	0.778369322682399	-1.45809480171047
"126"	0.879920318940754	-1.53974688593239
"127"	0.671943574087661	-1.27983237459864
"128"	0.701606001369774	-1.32980942353875
"129"	0.762759090440326	-1.43901757710702
"130"	0.715147392599417	-1.32590154131922
"131"	0.597309187887022	-1.15057604968152
"132"	0.689144596810062	-1.30206680066437
"133"	0.995685547241525	-1.56666873038523
"134"	0.74514881417936	-1.3908128813122
"135"	0.808945512519431	-1.42126073234586
"136"	0.75136549401175	-1.27179854256302
"137"	0.998081038252195	-1.62627507279196
"138"	0.715847876552653	-1.31785929899449
"139"	0.606267317289499	-1.1578951080058
"140"	0.802879468357257	-1.30574339737151
"141"	0.877998893597745	-1.368449033998
"142"	0.958667380469495	-1.4416546486301
"143"	2.51925584706797	-3.52940981012708
"144"	3.66497007435543	-5.20491153895714
"145"	3.3344473506961	-4.61907338526048
"146"	3.42843548373501	-4.89172122959637
"147"	3.54241289962721	-5.12824999626197
"148"	3.45602674425321	-4.80420113545079
"149"	3.03415956818872	-4.46161472828478
"150"	3.54585029885878	-5.00254326236318
"151"	3.06866016855063	-4.22462894211146
"152"	2.74603480850741	-3.87829380414597
"153"	3.64660764612753	-5.07519274522268
"154"	3.24385692880156	-4.46670937729213
"155"	3.29372615756778	-4.84097314587422
"156"	3.23321104104927	-4.64821840760508
"157"	2.74444849289172	-3.89728744383371
"158"	2.66000418740304	-3.6943313507671
"159"	2.53046223074388	-3.52322121575651
"160"	3.26800661552158	-4.44467871813825
"161"	2.90900184366232	-4.11309523517358
"162"	2.96339663588646	-4.26366971736162
"163"	3.13671482503352	-4.68139438796369
"164"	3.30895876839657	-4.67924417973862
"165"	3.41528131198128	-4.67822477598138
"166"	3.6789875442325	-5.24732322348794
"167"	2.93284873238089	-4.47232912777023
"168"	3.44546876810775	-4.93344218130814
"169"	3.60009719927279	-4.87695157592447
"170"	3.04270140677031	-4.19471497405923
"171"	3.82600774318516	-5.17481247163057
"172"	3.28235268135773	-4.63959993406344
"173"	3.69439244685131	-5.18412971161057
"174"	3.14763630239373	-4.42191833076887
"175"	3.38060872762306	-4.85445885266854
"176"	3.43006001880501	-5.01679878478421
"177"	3.32066931015511	-4.63190013420214
"178"	2.70561943993262	-3.91461674372366
"179"	3.11873109601629	-4.37829648761408
"180"	3.49109283153044	-4.78990140410815
"181"	3.30821250388801	-4.50848112302513
"182"	2.94287348543707	-4.06097224415397
"183"	3.07022679647243	-4.2302108364216
"184"	3.35716274854555	-4.63775066766529
"185"	3.36609477741947	-4.84698247029447
"186"	3.13532986958774	-4.42769911001416
"187"	2.8605241632058	-4.29927795171398
"188"	3.45229194139133	-4.9942787898797
"189"	3.08929065907886	-4.34364381879367
"190"	3.35518860418381	-4.69041413701582
"191"	3.56778742143925	-5.04734967090294
"192"	3.45170243177872	-4.84556181208258
"193"	3.64288327008305	-5.12098022977453
"194"	2.91222257190051	-4.0293568670716
"195"	3.04472370005133	-4.33955691100964
"196"	2.61339362449259	-3.64767018614205
"197"	3.13489274576875	-4.2831675326632
"198"	4.1444354841293	-5.66579309263532
"199"	3.75439682858194	-5.17783634470198
"200"	3.18822240272405	-4.48355518994932
"201"	3.78254799547999	-5.35281730513178
"202"	3.51532660778702	-4.84796128528369
