"beta.1"	"beta.2"	"beta.3"	"beta.4"	"beta.5"	"beta.6"	"beta.7"	"beta.8"	"beta.9"	"beta.10"	"beta.11"	"beta.12"	"beta.13"	"beta.14"	"beta.15"	"beta.16"	"beta.17"	"beta.18"	"beta.19"	"beta.20"	"beta.21"	"beta.22"	"beta.23"	"beta.24"	"beta.25"	"beta.26"	"beta.27"	"beta.28"	"beta.29"	"beta.30"	"beta.31"	"beta.32"	"beta.33"	"beta.34"	"beta.35"	"beta.36"	"beta.37"	"beta.38"	"beta.39"	"beta.40"	"beta.41"	"beta.42"	"beta.43"	"beta.44"	"beta.45"	"beta.46"	"beta.47"	"beta.48"	"beta.49"	"beta.50"
"1"	-3.26233360705649	13.297992629225	12.724293214294	4.14641434456408	-15.3995004190371	-9.28567034713538	-2.9472044679056	-0.0576717274753696	24.0465338885795	7.6359346114046	-7.99009248989368	-11.4765700923635	-2.89461573688223	-2.99215117897316	-4.11510832795067	2.52223448156132	-8.91921127284569	4.35683299355719	-12.3753842192996	-2.24267885278309	3.77395645981701	1.33336360814841	8.04189509744908	-0.571067743838088	5.03607972233726	10.8576936214569	-6.9095383969683	-12.8459935387219	0.46726172188352	-2.35706556439501	-5.42888255010254	-4.33310317456782	-6.49471646796233	7.26750747385451	11.519117540872	9.92160365445798	-4.29513109491881	12.3830410085338	-2.79346281854269	17.5790308981071	5.60746090888056	-4.52783972553158	-8.32043296117832	-11.6657054708471	-10.655905803883	-15.63782051071	11.5653699715018	8.3204712857239	-2.27328691424755	2.66137361672105
"2"	-0.185020481946722	0.0509092531939673	-0.174624516758947	0.324672886889009	0.208003057094346	0.152871012487743	0.286113192212327	-0.257933837193726	-0.0117168299686519	0.363787564844151	-0.0867517732250359	0.0604994781248796	0.00833181556881964	0.176717359777782	0.0439560094446248	0.0504222195428042	0.0174184752170824	0.142282768159398	0.0825113289230334	-0.00967147170612594	-0.071463270210838	-0.166920300871427	0.0353613285911166	0.194145779829568	-0.0227952721910175	-0.00827265540671621	-0.0362290947844337	-0.0516990617351303	0.0570302745823365	-0.0140553190340008	0.0922401112847301	0.0366906739378524	0.0800704774115735	0.236203585541564	-0.204522942884991	-0.0684231262021383	0.0738559597440412	-0.00441917294086136	0.0369036562456183	0.017648631521752	0.113067779045865	-0.0307359097427746	0.0547883611399539	0.000288977094329707	-0.0411345416578728	0.256277829697231	-0.0101832362583881	0.033460046192858	0.0289033256083462	-0.0616235387217982
"3"	-0.252497205321902	0.270357617394556	-0.220805502159575	0.377989476120641	0.260528168016759	0.395504364491711	0.477671369666118	-0.344489606150994	-0.0660848215975484	0.287621934546122	0.0733242560036354	0.0933503615889689	-0.0375374889551468	-0.0868380405222318	0.0964362906802944	-0.0177622984574284	0.022598509349706	0.0745718367033356	0.0899849683221809	0.00112519878611244	-0.116290378049704	-0.0675624752916237	0.161064688206339	0.138421418219863	-0.0022915728769647	0.135190154965621	0.0276754169355108	0.0323806918365656	-0.0176322876413734	0.0403689618601078	0.046433511009337	-0.0309241752532855	-0.0416376712849943	0.0718580556709851	-0.186506140326031	0.0265079908201285	-0.0549221509804966	-0.00668643984293596	0.118046969585099	-0.0364394358620746	-0.0286678906723092	-0.0255282893554759	-0.0985707439774939	0.117986383585828	-0.0600369753605291	0.0804666481142614	-0.0434386460923968	-0.0462415905676011	0.00947719636925681	-0.117781025303338
"4"	-0.221747292514212	0.193285189451411	-0.00571637232757256	0.271023372583159	0.207957812984377	0.410567671694007	0.524328576501438	-0.298690331371167	0.028791972210728	0.240508193087565	0.0536485158601996	0.0814529005591797	-0.128348269547134	-0.0256484840922037	0.0582779694715476	-0.147605052141771	0.0711599199925884	0.0961978465014727	0.102503918224497	0.0571074242001136	-0.199591954106043	-0.0237775915383827	0.130886317215536	0.191345111152554	-0.139530882914357	0.0366463659982255	0.141391576612539	0.032755594842767	-0.00940194837260193	0.125593734131352	0.211642267234068	0.0839809731980072	-0.0106689842550975	0.118010368468119	-0.135141051384223	0.0203409315467857	-0.113421027674897	0.00375664164721114	0.00523146416956549	-0.053114342529382	0.0237509838103489	0.0259442529911915	0.0152648656520595	0.114241577719891	0.0270300040912928	0.0296903787622415	0.0622820919128098	-0.0120914856171217	0.0441908910615184	0.0239926719129288
"5"	-0.344059353843527	0.164004099196057	-0.0339782512021397	0.288543247424915	0.238944119431365	0.251069637777654	0.429919334762125	-0.202512653390751	-0.108395923878934	0.310492569389397	0.0094373322838007	0.072620724331231	0.0086887597343267	0.0390664389550282	0.0625985306046413	-0.0637810593873905	0.0425442760842114	0.0485167525166827	0.110211593360785	-0.0763426958201881	-0.105919404682317	-0.222107667218469	0.0656931599225975	0.00969245746348828	-0.0220751867166449	-0.0283261307853103	0.0273221961569437	-0.100842404133579	0.151342095073551	-0.113558064644404	0.0941725608580354	0.00506281436724786	0.072131593147247	0.214378253167657	-0.191068825046736	0.0125069111698614	-0.166661430020188	0.0679587536309191	0.138958664086368	-0.00265227624428965	-0.00410061423657171	0.151337813826165	-0.0808937078589736	0.157289938459194	0.104449990748337	0.0650442199400339	0.10739263480664	-0.0174946168609948	-0.0190870234792988	-0.039338156061089
"6"	-0.18263536900253	0.187302936400939	0.0272163826981635	0.128802898057669	0.203504244331019	0.308152527440736	0.392501094582841	-0.188325297250479	-0.140803499804198	0.286593704569622	-0.101917137003602	0.0821255390722784	-0.0143694616460686	-0.0279502709414968	0.0238197608062273	-0.0184145722873988	-0.0524057203254433	0.0561252350782465	0.141442243994646	0.103255416559525	-0.14805023273851	-0.168061083070422	0.0334631808223082	-0.102849266744819	-0.0729377737192344	-0.0359788644124921	-0.0143456513715481	-0.0755344753485337	0.052295301449003	0.123415904508329	0.171814627535468	-0.0136839510679544	0.164024579245482	0.0568159640889447	-0.101416631012045	-0.0129986193738186	-0.0260374976608438	0.00539602873496887	-0.0163674123390636	0.03595017925113	-0.0531718065360155	-0.0465642409217251	0.124136862866598	0.151311882338443	0.000906230739982403	0.0798277040832776	0.0392083265699096	0.0490740892839608	0.159761552411675	-0.0436435626364358
"7"	-0.197237379541085	0.147130165451553	0.0573526190085659	0.173665548878652	0.226061208424976	0.224405283938514	0.544660682694906	-0.250243120900119	-0.075002152801056	0.283189603085689	-0.0120075265379193	0.0297388955460258	0.0443361152346137	0.0168481329969406	0.0899771396908025	-0.107472653682288	-0.0178219891928323	0.174820275272984	0.132856875020282	-0.0085241524306013	-0.0797830169854984	-0.162427924066301	0.123657199479917	0.0284852503201947	-0.142037305791086	0.0828036735244488	0.167292354462945	0.203182140765356	0.0451732739241903	-0.0770418596867719	0.131901368902628	0.0354761630758066	0.0929657391592284	0.170819307484532	-0.198622149721858	-0.0481141723145844	-0.0855167377847295	0.0696240449459862	-0.0140853566718867	0.0358373925427188	0.00241157528112298	0.0271347184754546	0.0999828040579128	0.13460807947587	-0.0945604856548173	0.078170835900237	0.0704665835930159	-0.0656142119025376	0.0260608698562465	-0.0153656525648459
"8"	-0.254002560456055	0.136043338609057	-0.0708469298118822	0.151555346139145	0.189287981456244	0.369192703945744	0.285039627755453	-0.190240680054306	0.00632035627108708	0.23171397339353	-0.0553486473669244	0.0892747720421905	0.0463290072643793	-0.0478460463176065	-0.00055211997114743	-0.114118843669416	-0.0306585000691268	0.11144038331895	0.15094937841511	-0.0867544751749891	-0.0647997295660091	-0.195887963010039	0.00752520697162401	0.0157624069441814	0.119447888898678	0.0352774150280434	-0.0119354253293868	0.08740589561823	-0.0791678225350566	0.0946274175824727	0.139275751029399	0.0143794312955335	0.0657957433149137	0.124030692802437	-0.146877038334625	0.0110310017787119	0.0441343501429692	0.19413929163163	-0.0204724460470267	-0.00835433143933819	0.0733467463731782	-0.0874097931438642	0.167012627086661	0.125116661235604	0.0597536959385638	0.162412016490675	0.0787858078977395	0.0534285398998635	-0.0824702038108254	0.0141501028929095
"9"	-0.215314452690132	0.238676984901553	0.0284992108871936	0.222192387513579	0.248149359819664	0.274299972100602	0.508323108140584	-0.148817782658089	-0.00636639511569185	0.30374731194996	0.0464537201232681	0.110142597844385	-0.0920496908462507	0.0695747121653318	0.0302616064084838	-0.0872441370569053	0.0532273564769322	0.0119336740449047	0.112041892334859	-0.0838754963196386	0.0725432026344758	-0.188890210337597	-0.0444076842989975	-0.0862712872735034	0.0189446885434871	0.0546783949865594	0.0883564171693269	0.138151393398935	-0.0338333659462993	0.0695103005033914	0.0930540230298336	-0.14507221251509	-0.014428340494054	0.236174289555573	-0.246946114699823	-0.0302179023893689	-0.0605467898562837	0.00380727701813517	-0.00265810343420228	0.107692627093049	0.0596993542693232	-0.0450138740548659	0.0977702678471143	0.0379305053541989	-0.0507555047243843	0.138636348894875	0.107447369325951	0.00260801777917405	0.00339610852792363	-0.033606528457334
"10"	-0.140247755903117	0.196001808900372	0.0225925231126592	0.278651447054488	0.16664862288047	0.349014142808684	0.341269532098214	-0.389185607054417	-0.185890240980715	0.372470457663212	-0.133379590782092	-0.073641242225266	0.00886655371101364	-0.0210061573459925	0.068064757023376	-0.0459507325166471	-0.0432879450002146	-0.0151993908290505	0.0981289369444301	-0.0133863575097364	-0.0386205160635623	-0.203986837920082	0.107040673129523	-0.0429579768484389	-0.10977336953585	0.0614087434153586	0.0428458877817555	0.0430491096070253	-0.071114576667625	-0.00636126367362038	0.190696830837557	0.0629339527424763	0.11273243620144	0.0858793324467325	-0.276036295582599	-0.0788135250499521	-0.0219762742915591	0.0523325294990879	-0.0392143114797977	0.100287520130499	0.073278400773014	0.0654074768812321	0.0127747993376796	0.0865594405248706	-0.0583336293077859	0.138942744669751	-0.0503935662857552	-0.0588297769094431	0.0390416119816504	0.0142075347088692
