"pip.1"	"pip.2"	"pip.3"	"pip.4"
"2236"	0.4325	0	0.7575	0.0675
"2237"	0.3725	0.275	0.0775	0.2375
"2238"	0.4575	0.185	0.2425	0.295
"2239"	0.5425	0.33	0.0225	0.5825
"2240"	0.325	0.5725	0.2175	0.175
"2241"	0.3075	0.2375	0.2	0.0775
"2242"	0.6625	0	0.695	0.705
"2243"	0.3875	0.2825	1	0.2225
"2244"	0.33	0.52	1	0.3275
"2245"	0.7225	0.5	0	0.77
"2246"	0.6125	0.465	0.105	0.8025
"2247"	0.5825	0.0125	0.08	0.5125
"2248"	0.505	0.8825	0.11	0.205
"2249"	0.22	0.16	0.185	0.13
"2250"	0.3075	0	0.6525	0.1875
"2251"	0.7725	0	0.9925	0.675
"2252"	0.425	0	0	0.1175
"2253"	0.735	0.1025	0.3025	0.6275
"2254"	0.5225	0.41	0.8075	0.4625
"2255"	0.11	0	0.3925	0.095
"2256"	0.31	0.19	1	0.205
"2257"	0.2625	0.005	0.3375	0.0725
"2258"	0.2875	0.255	0.2125	0.155
"2259"	0.6225	0.6325	0.28	0.75
"2260"	0.175	0.0175	0	0.1525
"2261"	0.3525	0.0975	0.45	0.165
"2262"	0.8225	0	0.6525	0.72
"2263"	0.1825	0.285	0.2725	0.2625
"2264"	0.8125	0.39	0	0.975
"2265"	0.6025	0.2175	0.0025	0.385
"2266"	0.62	0.2825	0.3825	0.4475
"2267"	0.645	0.2475	0.18	0.6925
"2268"	0.275	0.225	0.005	0.185
"2269"	0.27	0.235	0	0.16
"2270"	0.2275	0.17	0.1625	0.3325
"2271"	0.3225	0.13	0	0.1875
"2272"	0.17	0.0025	0	0.2825
"2273"	0.2475	0.15	0	0.075
"2274"	0.4625	0.29	0.02	0.4675
"2275"	0.6575	0.3	0	0.6225
"2276"	0.3575	0.4025	0.1225	0.1375
"2277"	0.445	0.28	0.125	0.635
"2278"	0.9475	1	0.13	0.94
"2279"	0.2825	0.0775	0.1925	0.0975
"2280"	0.485	0.2275	0.4125	0.2075
"2281"	0.6025	0.235	0	0.4125
"2282"	0.49	0.0325	1	0.3375
"2283"	0.2225	0.275	0.28	0.29
"2284"	0.34	0.1975	0	0.185
"2285"	0.5425	0.3875	0.2675	0.7675
"2286"	0.675	0.215	0.2925	0.715
"2287"	0.37	0.23	0.6025	0.2225
"2288"	0.33	0.1475	0.04	0.1575
"2289"	0.3125	0.2475	0	0.3225
"2290"	0.1975	0.1325	0.075	0.0975
"2291"	0.615	0.265	0.5575	0.6275
"2292"	0.615	0.3625	0.21	0.895
"2293"	0.3825	0.5475	0.3575	0.0975
"2294"	0.62	0.3425	0.37	0.685
"2295"	0.3625	0.2875	0.1675	0.155
"2296"	0.4425	0.1275	0.0625	0.37
"2297"	0.205	0.125	0.0275	0.0775
"2298"	0.6025	0.3325	0.4075	0.7725
"2299"	0.45	0.025	0.1075	0.35
"2300"	0.295	0.275	0.3825	0.1575
"2301"	0.4425	0.235	0	0.345
"2302"	0.2025	0.0075	0.9575	0.0975
"2303"	0.3275	0	0.3	0.255
"2304"	0.5075	0	0	0.3875
"2305"	0.085	0	0.4225	0.03
"2306"	0.22	0	0.1625	0.045
"2307"	0.24	0	0.1225	0.075
"2308"	0.3725	0	0.0225	0.26
"2309"	0.4575	0.32	0.8025	0.6125
"2310"	0.445	0.1325	0.2475	0.44
"2311"	0.2375	1	0.025	0.1925
"2312"	0.7475	0.1	0	0.645
"2313"	0.635	0	0.025	0.965
"2314"	0.2675	1	0.23	0.12
"2315"	0.715	0.1675	1	0.6075
"2316"	0.465	0.2675	0.2175	0.345
"2317"	0.3175	0.225	0.7525	0.165
"2318"	0.875	0.3425	0.6325	0.905
"2319"	0.56	0.2375	0.0225	0.595
"2320"	0.33	0.0475	0.065	0.2325
"2321"	0.2925	0.0875	0.91	0.0525
"2322"	0.3625	0.7075	0.3675	0.125
"2323"	0.5375	0.21	1	0.5225
"2324"	0.705	0.3775	0	0.545
"2325"	0.3425	0.5275	0.215	0.1825
"2326"	0.64	0.3925	0.3	0.78
"2327"	0.23	0.0325	0.405	0.11
"2328"	0.4575	0.1225	1	0.2075
"2329"	0.78	0.5375	0.225	0.745
"2330"	0.1725	0	0	0.0575
"2331"	0.2475	0.2125	0.0975	0.095
"2332"	0.4	0.3275	0	0.37
"2333"	0.495	0.235	0.155	0.2675
"2334"	0.17	0.1275	0	0.1
"2335"	0.2775	0.025	0	0.3375
"2336"	0.705	0.425	0.755	0.83
"2337"	0.5425	0	0	0.6925
"2338"	0.655	0.535	0.4325	0.96
"2339"	0.97	0.78	0.0775	0.96
"2340"	0.9425	0.2625	1	0.9325
"2341"	0.485	0.96	0.22	0.1425
"2342"	0.0825	0.215	0.03	0.1425
"2343"	0.1475	0.245	0.3825	0.0575
"2344"	0.2775	0.2775	0.1325	0.18
"2345"	0.165	0	0.205	0.2475
"2346"	0.2825	0.2375	0.005	0.075
"2347"	0.6025	1	0.4175	0.41
"2348"	0.4875	0.2675	0.5475	0.4925
"2349"	0.0725	0.21	0.0025	0.035
"2350"	0.305	0.28	0	0.18
"2351"	0.23	0.185	0.175	0.1375
"2352"	0.19	0	0.49	0.0875
"2353"	0.3625	0.1175	0.1425	0.05
"2354"	0.315	0.165	0.9675	0.115
"2355"	0.345	0	0.6425	0.395
"2356"	0.1925	0.175	1	0.24
"2357"	0.755	0	0.2225	0.8825
"2358"	0.33	0.02	0	0.0775
"2359"	0.4325	0.005	0.1925	0.4025
"2360"	0.275	0.825	0	0.365
"2361"	0.545	0.2725	0.235	0.7775
"2362"	0.76	0.445	0.505	0.6925
"2363"	0.53	0.175	0.285	0.3
"2364"	0.3575	0.445	0.185	0.2825
"2365"	0.3975	0	0.41	0.3025
"2366"	0.435	0.26	0.0075	0.3
"2367"	0.0925	0.3725	0.2275	0.1275
"2368"	0.2375	0.1825	0.07	0.0725
"2369"	0.82	0	0.41	0.77
"2370"	0.725	0.2675	0.115	0.8875
"2371"	0.295	0	0.1975	0.16
"2372"	0.2975	0.225	0.1275	0.2875
"2373"	0.4275	0.7825	0.305	0.3025
"2374"	0.6325	0.695	0.41	0.73
"2375"	0.705	0	0	0.8375
"2376"	0.2775	0.555	0.0425	0.1375
"2377"	0.6525	0.2875	0	0.635
"2378"	0.1375	0	0.2475	0.1
"2379"	0.4	0.245	0.115	0.335
"2380"	0.31	0.2075	0.0775	0.3075
"2381"	0.5525	0.3525	0.535	0.5925
"2382"	0.165	0.1625	0	0.1325
"2383"	0.3625	0.2	0.0125	0.27
"2384"	0.7725	0.2075	0	0.965
"2385"	0.63	0.32	0.0325	0.6725
"2386"	0.63	0	0.385	0.7075
"2387"	0.365	0.065	0.2325	0.0825
"2388"	0.27	0.3625	0.3	0.105
"2389"	0.8425	0	0.1325	0.9925
"2390"	0.4025	1	0.2875	0.4125
"2391"	0.3375	0.27	0.39	0.175
"2392"	0.445	0.1975	0.2375	0.13
"2393"	0.7625	0	0.6425	0.93
"2394"	0.495	0.2625	0	0.3275
"2395"	0.705	1	0.775	0.8225
"2396"	0.375	0.25	0.38	0.225
"2397"	0.2975	0.33	0.0275	0.495
"2398"	0.595	0.17	1	0.3325
"2399"	0.475	0.2425	0.635	0.36
"2400"	0.8775	0.3575	1	0.78
"2401"	0.69	0.1325	0.2625	0.6425
"2402"	0.41	0.645	0.275	0.605
"2403"	0.715	0.035	0.7275	0.9675
"2404"	0.63	0.52	0.635	0.7875
"2405"	0.8	0.25	0.4625	0.9875
"2406"	0.4525	0.255	0.34	0.37
"2407"	0.3075	0.1975	0.3575	0.215
"2408"	0.465	0.07	0.3425	0.4125
"2409"	0.3825	0.2575	0.3375	0.52
"2410"	0.2975	0.055	0.2525	0.2175
"2411"	0.26	0.6125	0	0.065
"2412"	0.3225	0.025	0.7225	0.23
"2413"	0.38	0.2425	0.2425	0.27
"2414"	0.795	0.1375	1	0.985
"2415"	0.5325	0.4825	0.0775	0.535
"2416"	0.4625	0.2075	0.71	0.1425
"2417"	0.0875	0.17	0.125	0.08
"2418"	0.455	0.04	0	0.225
"2419"	0.795	0.24	1	0.93
"2420"	0.4475	0	0.285	0.2875
"2421"	0.5425	0.3975	0.225	0.57
"2422"	0.5975	0.2625	0.5975	0.7175
"2423"	0.7	0.325	0.565	0.8575
"2424"	0.42	0.0675	0.115	0.2725
"2425"	0.355	0.1475	0.245	0.3275
"2426"	0.1825	0.335	0.0375	0.085
"2427"	0.7925	0.2475	0	0.775
"2428"	0.4125	1	0.9075	0.23
"2429"	0.655	0.2175	0.095	0.8125
"2430"	0.555	0.2325	1	0.355
"2431"	0.7575	0.375	0.6575	0.9775
"2432"	0.2975	0.1625	0	0.2425
"2433"	0.41	0	0.9975	0.41
"2434"	0.8925	1	0.3025	0.8825
"2435"	0.735	0	0.195	0.535
"2436"	0.7125	0.055	0.47	0.825
"2437"	0.3575	0.5475	0	0.0725
"2438"	0.2125	0.46	0	0.13
"2439"	0.4275	0.265	0.2625	0.3975
"2440"	0.3975	0.1325	0.0825	0.1225
"2441"	0.3125	0.9525	0.68	0.1675
"2442"	0.7725	0.125	0.6675	0.9125
"2443"	0.715	0.3575	0.12	0.8325
"2444"	0.295	0.135	0.235	0.1075
"2445"	0.53	0.2125	0.405	0.5
"2446"	0.7	0.3225	1	0.7125
"2447"	0.2075	0.14	0.0875	0.11
"2448"	0.3075	0.2275	0.025	0.2075
"2449"	0.68	0.985	0.2175	0.7475
"2450"	0.2	0.2675	0.7625	0.115
"2451"	0.07	0.255	0.2625	0.0625
"2452"	0.9825	0.455	0.1825	0.9925
"2453"	0.5325	0.2025	0.4525	0.4725
"2454"	0.69	0.4075	0.445	0.9775
"2455"	0.25	0.19	0.095	0.18
"2456"	0.485	0.31	0.3175	0.4575
"2457"	0.4975	0.0575	0.5125	0.5025
"2458"	0.4525	0.375	0	0.085
"2459"	0.3875	0.21	1	0.3175
"2460"	0.3075	0.2125	0	0.3
"2461"	0.765	0.1825	0.8375	0.6325
"2462"	0.2475	0.185	0.77	0.0475
"2463"	0.76	0.9575	0.39	0.715
"2464"	0.345	0.1725	0.0525	0.155
"2465"	0.1	0.005	0	0.07
"2466"	0.2675	0.105	0.005	0.0625
"2467"	0.2975	0.2325	0	0.255
"2468"	0.425	0	0.2375	0.4
"2469"	0.8475	0.675	0.3625	0.7175
"2470"	0.525	0.285	0.9125	0.475
"2471"	0.28	0.07	0.24	0.1525
"2472"	0.415	0.1675	0.135	0.2975
"2473"	0.19	0.24	0.005	0.2425
"2474"	0.23	0.165	0	0.17
"2475"	0.4325	0.55	0	0.465
"2476"	0.8175	0.395	0.385	0.9875
"2477"	0.4725	0.095	0.1525	0.3375
"2478"	0.4675	0.225	0.295	0.395
"2479"	0.195	0.005	0.17	0.0625
"2480"	0.1975	0.2075	0	0.23
"2481"	0.3425	0.7825	0.125	0.4175
"2482"	0.8075	0.3275	0.32	0.9
"2483"	0.3675	0.1525	0	0.345
"2484"	0.51	0.3775	0.1475	0.215
"2485"	0.385	0.5325	0.8875	0.2125
"2486"	0.565	0.2125	0.1675	0.8375
"2487"	0.495	0.24	0.68	0.7475
"2488"	0.505	0	0.085	0.52
"2489"	0.6925	0.2875	0	0.5525
"2490"	0.3775	0.2175	0.225	0.2325
"2491"	0.565	0.9575	0.2725	0.3675
"2492"	0.1625	0.055	0	0.195
"2493"	0.5175	0.1625	0.8875	0.515
"2494"	0.6375	0.0525	0.22	0.935
"2495"	0.335	0.635	0.3575	0.105
"2496"	0.5975	0.2975	0.335	0.51
"2497"	0.2775	0.215	0.0425	0.1375
"2498"	0.985	0.7075	1	0.9775
"2499"	0.1975	0	0.215	0.1725
"2500"	0.61	1	0.22	0.7425
"2501"	0.3025	0.8075	0.0175	0.155
"2502"	0.5175	0.195	0	0.56
"2503"	0.3525	0.5525	0.1525	0.1
"2504"	0.6225	0.275	0.2925	0.695
"2505"	0.305	0.25	0.2475	0.1925
"2506"	0.6475	1	0.38	0.39
"2507"	0.6075	0.025	0.325	0.9
"2508"	0.3925	0.34	0.1425	0.28
"2509"	0.7425	0.0725	0	0.9725
"2510"	0.8575	0.1225	0.2675	0.825
"2511"	0.5175	0	0	0.37
"2512"	0.2925	0.1425	0	0.1025
"2513"	0.3225	0.3375	0.19	0.195
"2514"	0.485	0.355	0.4825	0.4775
"2515"	0.47	1	0.115	0.23
"2516"	0.6875	0.4975	0	0.76
"2517"	0.09	0.19	0	0.0925
"2518"	0.44	0.25	0.3275	0.3425
"2519"	0.44	1	0.9975	0.18
"2520"	0.2675	0.47	0.16	0.085
"2521"	0.345	0.285	0.115	0.105
"2522"	0.56	0.3175	0.745	0.7225
"2523"	0.83	1	0.395	0.99
"2524"	0.2775	0.3175	0.05	0.3425
"2525"	0.235	0.08	0.2375	0.09
"2526"	0.56	0.2125	0.2875	0.415
"2527"	0.605	0	0.645	0.8775
"2528"	0.4275	0	0.265	0.095
"2529"	0.1675	0.0775	0.31	0.2
"2530"	0.2675	0.275	0.045	0.135
"2531"	0.3775	0.4	0.6525	0.265
"2532"	0.2025	0.0575	0.255	0.0475
"2533"	0.61	0.3175	0.5925	0.93
"2534"	0.9475	0.4275	0.0625	0.99
"2535"	0.27	0.275	0.4775	0.12
"2536"	0.49	0.1575	0.205	0.2925
"2537"	0.135	0.025	0.0025	0.0225
"2538"	0.1475	0.205	0.2775	0.0775
"2539"	0.4	0.1375	0.17	0.5425
"2540"	0.6225	0.1375	0.2425	0.76
"2541"	0.2825	0.2225	0.225	0.125
"2542"	0.2375	0.23	0.9375	0.1225
"2543"	0.305	0.12	0.36	0.0225
"2544"	0.4	0	0.0825	0.14
"2545"	0.38	0.525	0.1425	0.0925
"2546"	0.7475	0.29	1	0.7575
"2547"	0.1225	0.0825	0.22	0.0975
"2548"	0.315	0.3125	0.305	0.4375
"2549"	0.7125	0.3075	0.56	0.8525
"2550"	0.4875	0.6025	0.4425	0.3625
"2551"	0.335	1	0.425	0.18
"2552"	0.5075	0.0125	0.305	0.5075
"2553"	0.6325	0.0375	0.455	0.7175
"2554"	0.7225	0.4625	0.73	0.7125
"2555"	0.4575	0	0.71	0.1225
"2556"	0.45	0.2025	0	0.3775
"2557"	0.375	0	1	0.25
"2558"	0.4875	0.1025	0	0.48
"2559"	0.38	1	0.0925	0.46
"2560"	0.38	0.4925	0.2825	0.3925
"2561"	0.28	0.5175	0	0.115
"2562"	0.275	0.2575	0.02	0.1075
"2563"	0.465	1	0.4175	0.4925
"2564"	0.475	0.1	0.195	0.22
"2565"	0.665	0.3075	0.25	0.635
"2566"	0.3175	0	0.29	0.1725
"2567"	0.4475	0	1	0.105
"2568"	0.4775	0.2375	0.02	0.38
"2569"	0.3025	0.22	0	0.175
"2570"	0.305	0.3325	0.225	0.19
"2571"	0.32	0.14	0.2375	0.1525
"2572"	0.4675	0.14	0.48	0.285
"2573"	0.075	0.6075	0.165	0.08
"2574"	0.765	0	0.52	0.985
"2575"	0.41	0.33	0.3375	0.395
"2576"	0.455	0.2875	0.3825	0.3675
"2577"	0.6425	0.985	0.955	0.415
"2578"	0.6425	0	0.3075	0.9725
"2579"	0.4	0.3075	0.7125	0.26
"2580"	0.32	1	0.7775	0.1575
"2581"	0.745	0.05	0.3825	0.96
"2582"	0.45	0.15	0.455	0.375
"2583"	0.1725	0.0075	0.78	0.205
"2584"	0.6625	0.3975	0.34	0.77
"2585"	0.88	0.27	0.6425	0.825
"2586"	0.3725	0.23	0.195	0.065
"2587"	0.335	0	0.05	0.28
"2588"	0.34	0.2875	0.265	0.2875
"2589"	0.395	1	0	0.6025
"2590"	0.3875	0.0475	0.1975	0.3425
"2591"	0.1025	0.2075	0.175	0.095
"2592"	0.61	0.5175	0	0.71
"2593"	0.255	0.095	0.1675	0.0775
"2594"	0.7975	1	0.44	0.985
"2595"	0.2725	0.1275	0.2925	0.35
"2596"	0.6675	0.2925	0.1125	0.7925
"2597"	0.3225	0.125	0.0675	0.3275
"2598"	0.78	0	0	0.9875
"2599"	0.4925	0	0.4025	0.3225
"2600"	0.3625	0.0625	0.03	0.485
"2601"	0.37	0.29	0.0075	0.26
"2602"	0.295	0	0.135	0.1825
"2603"	0.57	0.355	0.315	0.635
"2604"	0.29	1	0.5425	0.1375
"2605"	0.9575	0.31	0.8925	0.9125
"2606"	0.365	0	0.5375	0.2075
"2607"	0.46	0.525	0.785	0.465
"2608"	0.445	0.71	0.11	0.1725
"2609"	0.22	0.325	0.18	0.0675
"2610"	0.4425	0.205	0	0.315
"2611"	0.1275	0.0525	0.17	0.11
"2612"	0.7925	0.1325	0	0.6875
"2613"	0.2825	0	0.0225	0.085
"2614"	0.2725	0.275	0.015	0.16
"2615"	0.4275	1	0.875	0.4275
"2616"	0.265	0	0.285	0.09
"2617"	0.4725	0.28	0.24	0.3875
"2618"	0.66	1	0	0.49
"2619"	0.275	0.02	0.185	0.1225
"2620"	0.45	0.26	0.9775	0.3675
"2621"	0.26	0.225	0.1325	0.1375
"2622"	0.3625	0.23	0.2675	0.36
"2623"	0.5025	0	0.99	0.725
"2624"	0.295	0.2225	0.4775	0.1425
"2625"	0.3225	0.0675	0.21	0.2025
"2626"	0.4725	0.8175	0.3475	0.3575
"2627"	0.26	0.1575	0.67	0.075
"2628"	0.4275	0	0	0.3075
"2629"	0.2	0.2	0	0.225
"2630"	0.7225	0.5525	0.3475	0.855
"2631"	0.58	0	0.37	0.61
"2632"	0.9375	0.8175	0.3825	0.92
"2633"	0.495	0.2175	0.1575	0.4225
"2634"	0.2425	0.2025	0.235	0.1625
"2635"	0.69	0.3625	0.285	0.8575
"2636"	0.285	0	0.5925	0.1175
"2637"	0.4425	0.5975	0.2525	0.205
"2638"	0.3625	0.175	0.2075	0.215
"2639"	0.505	0.36	0.345	0.6275
"2640"	0.3425	0.27	0.09	0.115
"2641"	0.32	0.2225	0.4075	0.1425
"2642"	0.675	0.19	1	0.8425
"2643"	0.7625	0.53	0.62	0.98
"2644"	0.5475	0.0025	0.0125	0.5775
"2645"	0.68	0.2975	0	0.75
"2646"	0.5725	0.1625	0.67	0.535
"2647"	0.4525	0.2375	0.175	0.26
"2648"	0.4975	0.365	0.29	0.4075
"2649"	0.495	0	0.3025	0.27
"2650"	0.99	0.9975	0	0.9925
"2651"	0.41	0.4125	0	0.29
"2652"	0.685	0.175	0	0.9325
"2653"	0.7325	0.1125	0.56	0.6625
"2654"	0.37	1	0	0.12
"2655"	0.2175	0.2525	0.3575	0.1025
"2656"	0.1825	0.305	0.52	0.115
"2657"	0.31	0.29	0	0.09
"2658"	0.31	0.24	0.2025	0.1375
"2659"	0.27	0.1925	0.125	0.0775
"2660"	0.6875	0	1	0.4375
"2661"	0.695	0.6975	0.5225	0.54
"2662"	0.3225	0.405	0.255	0.075
"2663"	0.93	0.0575	1	0.9
"2664"	0.2975	0.29	0.1875	0.2625
"2665"	0.435	0.5825	0.0825	0.445
"2666"	0.5025	0	0	0.6475
"2667"	0.815	0.48	0	0.975
"2668"	0.6375	0.0275	0.0475	0.7675
"2669"	0.78	0.37	0.44	0.9575
"2670"	0.335	0.4075	0.21	0.225
"2671"	0.475	0	0.52	0.4725
"2672"	0.465	0	0.08	0.4375
"2673"	0.76	0.3775	0.5325	0.875
"2674"	0.245	0.085	0.0625	0.0825
"2675"	0.2875	0.23	0.0525	0.1475
"2676"	0.735	0.3325	0.63	0.8375
"2677"	0.6425	0.5775	0.8175	0.7975
"2678"	0.69	0.305	0.3425	0.9525
"2679"	0.3475	0.2425	1	0.19
"2680"	0.47	0.0025	0.38	0.3975
"2681"	0.5425	0.18	0.12	0.515
"2682"	0.15	0.175	0.12	0.2
"2683"	0.7975	0.325	0.8575	0.96
"2684"	0.6725	0.4	0.24	0.995
"2685"	0.36	0.5925	0.1175	0.185
"2686"	0.44	0	0.25	0.175
"2687"	0.3	0.1975	0.06	0.145
"2688"	0.305	1	0.405	0.1075
"2689"	0.525	0	0.2225	0.505
"2690"	0.7675	0.4	0.23	0.8925
"2691"	0.435	0.2675	0.43	0.1125
"2692"	0.7125	0.8125	0.375	0.8875
"2693"	0.265	0.235	0	0.105
"2694"	0.34	0.35	0.405	0.2325
"2695"	0.4725	0.3	0.16	0.4525
"2696"	0.2475	0.0325	0	0.3925
"2697"	0.6325	0.2975	0.2325	0.925
"2698"	0.185	0.48	0	0.095
"2699"	0.86	0.3225	0.66	0.9025
"2700"	0.26	0.215	0.4025	0.265
"2701"	0.7525	0.27	0	0.6725
"2702"	0.415	0.4025	0.145	0.3
"2703"	0.3875	0	1	0.1025
"2704"	0.485	0.17	0	0.21
"2705"	0.235	0.0125	0.275	0.1075
"2706"	0.285	0.025	0.2425	0.1875
"2707"	0.6425	0	0.215	0.43
"2708"	0.505	0.1675	0.3925	0.4775
"2709"	0.2475	0.2475	0.3175	0.065
"2710"	0.25	0	0.225	0.12
"2711"	0.6825	0	0.5675	0.4825
"2712"	0.445	0	0.27	0.2975
"2713"	0.5125	0	0.3225	0.7825
"2714"	0.32	0.3225	0.0025	0.115
"2715"	0.4925	0.17	0.42	0.505
"2716"	0.4825	0	0.035	0.23
"2717"	0.36	0.305	0.1325	0.255
"2718"	0.385	1	0.2425	0.18
"2719"	0.41	0.36	0.0475	0.07
"2720"	0.86	1	0.5425	0.8275
"2721"	0.3325	0.2225	0.01	0.1225
"2722"	0.2175	0	0.2375	0.0775
"2723"	0.575	0.175	0.3725	0.69
"2724"	0.315	0	0.2575	0.295
"2725"	0.1025	0	0.275	0.16
"2726"	0.2425	0.2225	0.3025	0.045
"2727"	0.315	0.2375	0.0125	0.155
"2728"	0.3175	0	0.11	0.26
"2729"	0.3175	0.5375	0.095	0.045
"2730"	0.495	0.42	0.3625	0.1175
"2731"	0.4875	0.1425	0.16	0.165
"2732"	0.34	0.395	0.095	0.5125
"2733"	0.4025	0	0.01	0.1475
"2734"	0.32	0.21	0.1275	0.215
"2735"	0.455	0.505	0.16	0.23
"2736"	0.835	0.3925	0.2	0.8125
"2737"	0.395	0.3225	0.4	0.2375
"2738"	0.515	0.2275	0.46	0.64
"2739"	0.68	0.4825	0.51	0.6375
"2740"	0.325	0.4775	0.24	0.1875
"2741"	0.385	0.5175	0.3925	0.4725
"2742"	0.3	0.22	0	0.2225
"2743"	0.7975	0.3875	0.4975	0.995
"2744"	0.5625	0.04	0.2475	0.605
"2745"	0.9075	1	1	0.8725
"2746"	0.36	0	1	0.325
"2747"	0.445	0	0.3	0.5475
"2748"	0.325	0	0.4925	0.29
"2749"	0.535	0.0875	1	0.22
"2750"	0.7775	0.3625	0.56	0.92
"2751"	0.2625	0.165	0.32	0.205
"2752"	0.1575	0.23	0.26	0.0925
"2753"	0.4	0.1775	0.4725	0.38
"2754"	0.3325	0.14	0.2025	0.1525
"2755"	0.5425	0.3225	1	0.395
"2756"	0.515	1	0.1075	0.5525
"2757"	0.3	0	0.3925	0.415
"2758"	0.2525	0	0.045	0.13
"2759"	0.8	0.4675	0.69	0.99
"2760"	0.3375	0	1	0.495
"2761"	0.77	1	0.1925	0.74
"2762"	0.65	1	0	0.87
"2763"	0.775	0.0875	0.3275	0.9525
"2764"	0.3925	0.14	1	0.18
"2765"	0.3425	0.2575	0.8425	0.1475
"2766"	0.425	0.2525	0.305	0.3225
"2767"	0.2475	0	0	0.2425
"2768"	0.32	0.1975	0	0.46
"2769"	0.38	0.3125	1	0.145
"2770"	0.29	0.2325	0.225	0.1175
"2771"	0.39	0.24	0.065	0.1525
"2772"	0.525	1	0.2125	0.4725
"2773"	0.23	0.575	0	0.0525
"2774"	0.2575	0.3425	0	0.1
"2775"	0.54	0	0	0.8175
"2776"	0.4425	0	0	0.2475
"2777"	0.4375	0.155	0.225	0.2375
"2778"	0.71	0.3	0.01	0.7425
"2779"	0.4625	0.3925	0.26	0.3975
"2780"	0.6325	0.2625	0.0575	0.685
"2781"	0.6475	0	0.39	0.6075
"2782"	0.92	0.2	1	0.9775
"2783"	0.62	0.2125	0	0.3725
"2784"	0.7725	0.3675	0.965	0.8175
"2785"	0.2675	0.1425	0.1125	0.1075
"2786"	0.2575	0	0.185	0.055
"2787"	0.6375	1	0	0.515
"2788"	0.1975	0.355	0	0.0825
"2789"	0.27	0.29	0.2575	0.2325
"2790"	0.2475	0.105	0.935	0.0775
"2791"	0.19	0.3275	0	0.2525
"2792"	0.2925	0.2325	0.6875	0.15
"2793"	0.1725	0.235	0	0.11
"2794"	0.4325	0.38	1	0.1675
"2795"	0.565	0.24	0.51	0.54
"2796"	0.2625	0	0.2625	0.095
"2797"	0.4125	0	0	0.075
"2798"	0.5525	0.29	0.875	0.5
"2799"	0.575	0.3225	0.4475	0.8975
"2800"	0.595	0	0.2525	0.365
"2801"	0.6275	0.05	1	0.3975
"2802"	0.37	0.2575	0.1825	0.2
"2803"	0.73	0.045	0	0.6875
"2804"	0.3175	0.23	0.27	0.2575
"2805"	0.3025	0.2175	0.3225	0.22
"2806"	0.335	0	0.835	0.2475
"2807"	0.3075	0	1	0.4275
"2808"	0.24	0.0025	0.2	0.12
"2809"	0.3075	0.2025	0.9725	0.0875
"2810"	0.285	0.63	0.1425	0.1075
"2811"	0.265	0.1775	0.0625	0.0525
"2812"	0.32	0.25	0.0125	0.2
"2813"	0.675	0.2675	0.1725	0.8425
"2814"	0.155	0.06	0.03	0.205
"2815"	0.2925	0.505	0.03	0.1075
"2816"	0.27	0.11	0.09	0.21
"2817"	0.6175	0.4625	0.02	0.63
"2818"	0.4425	0.31	0.45	0.505
"2819"	0.5825	0.06	0.38	0.9075
"2820"	0.845	0.2675	0.815	0.7325
"2821"	0.2675	0.085	0	0.245
"2822"	0.3275	0.2625	0.2725	0.17
"2823"	0.38	0.3525	0.24	0.1925
"2824"	0.19	0.1	0	0.045
"2825"	0.445	0.0825	0.4125	0.505
"2826"	0.13	0.0025	0.4275	0.0675
"2827"	0.4725	0.005	0.0375	0.4525
"2828"	0.2975	0.1475	0.15	0.1325
"2829"	0.4875	0.3875	0.095	0.505
"2830"	0.31	0	0.2575	0.04
"2831"	0.465	0.245	0.14	0.295
"2832"	0.3675	0.395	0	0.1175
"2833"	0.795	0.305	0.665	0.74
"2834"	0.5425	0.42	0.2775	0.46
"2835"	0.705	0.2275	0.485	0.805
"2836"	0.5925	0.39	0.2975	0.3625
"2837"	0.3275	0.7975	0.225	0.2275
"2838"	0.4325	0.31	0.01	0.6575
"2839"	0.3675	0.61	0.295	0.2625
"2840"	0.6675	0.2975	0.0525	0.65
"2841"	0.355	0.31	0.185	0.1175
"2842"	0.07	0.1875	0.2325	0.0625
"2843"	0.2425	0.1425	0	0.135
"2844"	0.26	0	0.31	0.0775
"2845"	0.3275	0	0.055	0.175
"2846"	0.285	0.245	0.2725	0.18
"2847"	0.3175	1	0.2975	0.1325
"2848"	0.39	0.12	0.29	0.3575
"2849"	0.49	0.2725	0.33	0.425
"2850"	0.42	0.4	0.4675	0.27
"2851"	0.415	0.235	1	0.095
"2852"	0.93	0.3325	0.4125	0.92
"2853"	0.395	0.3275	0.3425	0.21
"2854"	0.3275	0.925	0.2	0.2
"2855"	0.3525	0.57	0.3225	0.2375
"2856"	0.3	0	0.4925	0.1675
"2857"	0.4925	0	0.56	0.1725
"2858"	0.4175	0.23	0.0175	0.375
"2859"	0.1575	0	0.21	0.1325
"2860"	0.55	0.2225	0	0.8625
"2861"	0.38	0.385	0.02	0.2925
"2862"	0.855	0.1975	0.3475	0.83
"2863"	0.695	0.3025	1	0.78
"2864"	0.4525	0.0375	0.5025	0.3625
"2865"	0.2475	0	0.1225	0.0675
"2866"	0.6775	0.1725	0.68	0.8125
"2867"	0.895	0.3775	0.4025	0.8775
"2868"	0.8125	1	0.4325	0.9225
"2869"	0.21	0.4675	0.1575	0.245
"2870"	0.3675	0.2025	0.7175	0.31
