"pip.1"	"pip.2"
"290"	0.9	1
"291"	0	0.2
"292"	1	0.55
"293"	0.45	0
"294"	0	0
"295"	0.55	0
"296"	0.4	0.15
"297"	0.3	0.55
"298"	0.4	0
"299"	0.25	1
"300"	0.65	1
"301"	0.25	0
"302"	1	0
"303"	0.65	0.3
"304"	1	0.25
"305"	0.45	0.45
"306"	0.65	1
"307"	1	0.2
"308"	0	0
"309"	1	0
"310"	0.45	0.25
"311"	0	0
"312"	0.4	0.2
"313"	0.25	1
"314"	1	0
"315"	1	0
"316"	0	0
"317"	0	1
"318"	0	0.6
"319"	0.05	0.4
"320"	0.35	0
"321"	0.15	0.2
"322"	0	0.25
"323"	1	0.5
"324"	1	0
"325"	0	0.25
"326"	0.55	1
"327"	1	0.3
"328"	0	0.35
"329"	1	0.5
"330"	0	0
"331"	0.8	0.2
"332"	0.5	1
"333"	0.5	0
"334"	0.45	0
"335"	0.8	1
"336"	1	0.2
"337"	1	0
"338"	0	0.2
"339"	0.85	0
"340"	0.25	0.2
"341"	0.6	0.6
"342"	0.15	0
"343"	1	0.1
"344"	0	0
"345"	0.45	1
"346"	0.65	0
"347"	0	0.05
"348"	0.05	0
"349"	0	0.55
"350"	1	0.1
"351"	0.4	0
"352"	1	0.15
"353"	0.3	0.6
"354"	0	0.4
"355"	0.65	1
"356"	0.85	0.3
"357"	0.1	0.6
"358"	1	0
"359"	0.4	1
"360"	0.85	0.5
"361"	0.35	0
"362"	0.05	0
"363"	1	0.05
"364"	0	0.1
"365"	0.8	0
"366"	0.8	0
"367"	0.7	0.4
"368"	1	1
"369"	0.4	0.3
"370"	0	0
"371"	0.5	0.35
"372"	0	0
"373"	0	1
"374"	0.2	0
"375"	1	1
"376"	0.2	1
"377"	0.45	1
"378"	0	1
"379"	0	0.3
"380"	1	0
"381"	1	0.25
"382"	1	1
"383"	0.05	0
"384"	1	0.15
"385"	1	0.45
"386"	0.7	0.85
"387"	1	0.5
"388"	1	0.05
"389"	1	0.65
"390"	0	1
"391"	0	1
"392"	1	0.1
"393"	0	0.25
"394"	0	0
"395"	1	0.65
"396"	0.8	0
"397"	0.6	0
"398"	0.25	0
"399"	0.35	1
"400"	1	0.35
"401"	1	0.2
"402"	0	0.4
"403"	0.45	0
"404"	1	1
"405"	0.7	0
"406"	0.8	0.5
"407"	0.55	0
"408"	0.35	0.55
"409"	0.85	1
"410"	1	0.2
"411"	0.45	0.45
"412"	0.5	0.45
"413"	0.9	0.3
"414"	1	1
"415"	0	0.05
"416"	1	0.5
"417"	0.55	1
"418"	0.7	0.5
"419"	0	1
"420"	0.55	0
"421"	0.9	0
"422"	0.4	0
"423"	1	0
"424"	0	0
"425"	0.6	0.15
"426"	0.5	0
"427"	0.4	0
"428"	0.4	1
"429"	0	0.25
"430"	0	0
"431"	1	0
"432"	1	0.45
"433"	0.15	1
"434"	0.5	0.3
"435"	0.7	0
"436"	0.55	1
"437"	0	0
"438"	1	0.25
"439"	1	0.45
"440"	0.55	0
"441"	0.8	0
"442"	0.85	0
"443"	0.45	0
"444"	0.15	0.4
"445"	0	0.2
"446"	0.05	0.45
"447"	1	0.7
"448"	0	0
"449"	1	0
"450"	0.8	1
"451"	0.5	0
"452"	0	0
"453"	1	0.1
"454"	1	1
"455"	1	0.2
"456"	0.55	0.25
"457"	0.65	0.7
"458"	1	0.3
"459"	0.6	0
"460"	0.05	0.3
"461"	0.6	0.1
"462"	0	0
"463"	0	1
"464"	0.55	0
"465"	0.75	0
"466"	0.65	0
"467"	0.95	0.35
"468"	0.65	0.05
"469"	0	1
"470"	0.65	0
"471"	0.45	0
"472"	0.8	0.6
"473"	0.9	0.45
"474"	1	0.35
"475"	1	0.15
"476"	0.95	0
"477"	0.3	1
"478"	1	1
"479"	1	0.3
"480"	1	0.3
"481"	0.85	0.15
"482"	0	0.95
"483"	1	0.2
"484"	0.6	1
"485"	0	0
"486"	1	0
"487"	1	0.2
"488"	0	0
"489"	0	0.4
"490"	1	1
"491"	0.2	0.4
"492"	0.6	0.2
"493"	0.35	0
"494"	1	1
"495"	0.5	0.55
"496"	0	0
"497"	0.35	0
"498"	0	0.65
"499"	1	0.1
"500"	0.4	0.2
"501"	0.6	0.35
"502"	1	0
"503"	0.35	0.2
"504"	1	0
"505"	1	0.25
"506"	0	1
"507"	0.8	1
"508"	0.65	0.05
"509"	1	0.05
"510"	0.1	0
"511"	0.75	0
"512"	0.45	0.55
"513"	0.35	0
"514"	0.8	0
"515"	0	0.2
"516"	0.65	0
"517"	0	0.2
"518"	1	0.15
"519"	0.8	0.35
"520"	0.8	0
"521"	0.75	0
"522"	0	0
"523"	0.65	0
"524"	1	1
"525"	1	1
"526"	0.95	0.15
"527"	1	0.35
"528"	1	0
"529"	0.7	0
"530"	0.45	0
"531"	0.75	0.4
"532"	1	0.3
"533"	0.45	1
"534"	0.7	0.95
"535"	0.4	1
"536"	1	0.9
"537"	1	1
"538"	1	1
"539"	1	0
"540"	0.75	0
"541"	1	0
"542"	1	0.25
"543"	0.55	0.15
"544"	0	1
"545"	0.45	0.3
"546"	0	0.35
"547"	0.45	0
"548"	0.5	0.1
"549"	0.55	0
"550"	0.45	1
"551"	0	0.25
"552"	0.5	0
"553"	0.35	0
"554"	0.6	0.2
"555"	1	0.65
"556"	0	0.05
"557"	0.95	0
"558"	0.45	0.3
"559"	0.4	0
"560"	0.25	0.4
"561"	0.55	0.35
"562"	1	0.3
"563"	0.5	0
"564"	0.85	1
"565"	0.6	1
"566"	1	0.15
"567"	1	0
"568"	0.35	0.1
"569"	0.5	0
"570"	0.5	1
"571"	0.55	1
"572"	0	0
"573"	1	1
"574"	1	0
"575"	0.75	0.3
"576"	0.4	0.25
"577"	0.55	0
"578"	0.2	1
"579"	0	0
"580"	0.55	0
"581"	0	0.4
"582"	0.65	0
"583"	0.25	0.7
"584"	0	0.3
"585"	1	0
"586"	1	0.3
"587"	0	0.5
"588"	0	0
"589"	0.5	0.15
"590"	1	0.45
"591"	0	0.1
"592"	0.2	0
"593"	0.3	0
"594"	0.15	0
"595"	0.45	0.35
"596"	0.45	0
"597"	0.4	0
"598"	1	0.45
"599"	0	0
"600"	0	0
"601"	0.7	0.45
"602"	0	0
"603"	0	1
"604"	0	1
"605"	0	0
"606"	1	0
"607"	0	0.25
"608"	0.95	0
"609"	0	0.3
"610"	0	1
"611"	0.5	0
"612"	1	0
"613"	0.8	0.55
"614"	1	0.2
"615"	0	0.55
"616"	1	0.4
"617"	1	0.95
"618"	0.7	0.4
"619"	0.4	0.25
"620"	0.7	0.3
"621"	0.9	0
"622"	0.55	0
"623"	0.3	0.95
"624"	0	0.75
"625"	0.85	0
"626"	0.65	0.1
"627"	0	0
"628"	0.35	0
"629"	0.75	0
"630"	0.2	0.15
"631"	1	0
"632"	1	0
"633"	0.5	1
"634"	0.45	0
"635"	1	0
"636"	0	1
"637"	0.15	0
"638"	1	0
"639"	1	1
"640"	0	0.2
"641"	0	0
"642"	1	1
"643"	0.7	1
"644"	0	0
"645"	0.15	0.3
"646"	0.4	0
"647"	1	0.1
"648"	1	0
"649"	1	0
"650"	1	0.05
"651"	0.65	1
"652"	0	0.4
"653"	0.35	0.25
"654"	0.85	0
"655"	0	0.4
"656"	0	1
"657"	0.9	0
"658"	0	1
"659"	1	0.5
"660"	1	1
"661"	1	0
"662"	1	0
"663"	0	1
"664"	0.1	0.45
"665"	0	0.35
"666"	0.35	1
"667"	0	0
"668"	1	0.05
"669"	0.25	1
"670"	0	0.05
"671"	0	0.25
"672"	0	1
"673"	0.85	0.65
"674"	0	0
"675"	0.45	0
"676"	1	1
"677"	0.3	0
"678"	0.55	0
"679"	1	0
"680"	0	0.25
"681"	0.65	1
"682"	0.35	0
"683"	1	0.2
"684"	0.05	0.55
"685"	0	0
"686"	0.5	0.4
"687"	0	1
"688"	0.75	0
"689"	1	0.65
"690"	0.85	0
"691"	0.8	0
"692"	0.2	0.35
"693"	0.85	0
"694"	1	0.15
"695"	0.55	0.1
"696"	0.25	0
"697"	0	0
"698"	1	0.2
"699"	0.15	0
"700"	0	0
"701"	0.55	0
"702"	1	0
"703"	0.55	0.25
"704"	0.65	0
"705"	0.65	0
"706"	1	0
"707"	1	1
"708"	0	0.3
"709"	0.55	0
"710"	0	0.15
"711"	0.45	0.25
"712"	1	1
"713"	0.35	0.45
"714"	0	0
"715"	0.5	0
"716"	1	0.25
"717"	1	0.05
"718"	1	0.35
"719"	0.7	0
"720"	1	0
"721"	0	0
"722"	0	0
"723"	0	0
"724"	0.45	0
"725"	1	0.15
"726"	0.55	0
"727"	0	0.25
"728"	0.85	0.05
"729"	0.75	0
"730"	0	0
"731"	0	0.3
"732"	0.45	0.05
"733"	0.3	0.3
"734"	0.4	0.2
"735"	1	0.25
"736"	0	0.4
"737"	0.4	1
"738"	1	0
"739"	1	0
"740"	0.5	0
"741"	0.4	0.4
"742"	0	0.3
"743"	0.25	0
"744"	0	0
"745"	0.3	0
"746"	0	0.15
"747"	0	1
"748"	0	0.3
"749"	0.9	1
"750"	0.75	0
"751"	0	0.05
"752"	0.6	1
"753"	0.6	0.5
"754"	0.65	0.25
"755"	0.05	1
"756"	0	0
"757"	0.4	0.45
"758"	1	0.55
"759"	1	0.05
"760"	0.7	0.25
"761"	1	1
"762"	0	0.25
"763"	0	0
"764"	0	0
"765"	0	1
"766"	0.45	0
"767"	0.55	0.95
"768"	0.1	0
"769"	0.25	0.15
"770"	0	0
"771"	1	0
"772"	1	0.1
"773"	0.35	1
"774"	0.5	0
"775"	1	0.15
"776"	1	0
"777"	0.05	0.05
"778"	0.4	0
"779"	0.35	1
"780"	0.4	0.7
"781"	0	0
"782"	1	0
"783"	0.5	0
"784"	1	1
"785"	0.2	1
"786"	0.5	0
"787"	1	0.05
"788"	0.55	1
"789"	0.5	1
"790"	1	0.3
"791"	1	0
"792"	1	0
"793"	0	0.85
"794"	0.35	1
"795"	0.15	0
"796"	1	0
"797"	1	0.1
"798"	0.1	0.9
"799"	0	0.25
"800"	1	0.2
"801"	0	0
"802"	0.85	0
"803"	0.65	0.2
"804"	0	0
"805"	1	0
"806"	1	1
"807"	0	0
"808"	1	0
"809"	0.7	0.3
"810"	0	0
"811"	0	1
"812"	0	0
"813"	0.8	0
"814"	0	0.8
"815"	0	0
"816"	1	1
"817"	0	0
"818"	0.55	0
"819"	1	0
"820"	0	0.35
"821"	0.2	0
"822"	0.3	0
"823"	0	1
"824"	0	0.5
"825"	0	1
"826"	1	1
"827"	0	0
"828"	0.45	0
"829"	0.3	0
"830"	0	0
"831"	0.85	0
"832"	0	0
"833"	0	0
"834"	0	0.35
"835"	0.6	0
"836"	0.5	0
"837"	1	1
"838"	0	0.3
"839"	0.35	0.15
"840"	0	0
"841"	0	0
"842"	0	0.45
"843"	1	0.1
"844"	0.15	0
"845"	0	0.4
"846"	0	0.15
"847"	0.35	0.25
"848"	0	0
"849"	1	0
"850"	0	1
"851"	0.75	0.45
"852"	0	0.55
"853"	0.85	0.55
"854"	0	0
"855"	1	0
"856"	0	0
"857"	0.7	0
"858"	0.5	0
"859"	0.45	0.3
"860"	0.2	0
"861"	0.55	0
"862"	0	0.4
"863"	0.3	0
"864"	1	1
"865"	1	0.2
"866"	0.65	1
"867"	0	1
"868"	0	0.95
"869"	0.7	0.85
"870"	0.6	0.85
"871"	1	0.5
"872"	1	0
"873"	0.2	0.25
"874"	0	0
"875"	1	0
"876"	1	0.2
"877"	0.4	1
"878"	1	0.2
"879"	0	1
"880"	0.65	0.75
"881"	0.4	0
"882"	1	0
"883"	1	0.5
"884"	1	0.05
"885"	0	0.8
"886"	0	0.2
"887"	1	1
"888"	0.95	0
"889"	0	0.8
"890"	0	0
"891"	0.45	0.05
"892"	0.3	1
"893"	0.55	0
"894"	1	0
"895"	0	0.35
"896"	0.05	0
"897"	0.75	0
"898"	0	0
"899"	0.8	0.1
"900"	0.3	1
"901"	0.75	0
"902"	0.7	0
"903"	0.65	0
"904"	1	0
"905"	1	0.6
"906"	0	0.25
"907"	0	0.6
"908"	0.1	1
"909"	0	1
"910"	0	0
"911"	1	0.2
"912"	0.3	1
"913"	1	1
"914"	0	0.95
"915"	0.15	1
"916"	1	1
"917"	0	0.55
"918"	0	0.25
"919"	0.2	1
"920"	1	0
"921"	0.45	1
"922"	1	1
"923"	0.95	0.15
"924"	1	0
"925"	1	0.05
"926"	0	0
"927"	0	0
"928"	0.8	0
"929"	1	0.15
"930"	0.3	0
"931"	1	0
"932"	0	0.3
"933"	0.3	0
"934"	0.55	0.15
"935"	0.1	0.3
"936"	1	1
"937"	0.25	0.1
"938"	0.25	1
"939"	0.6	0.6
"940"	0	0
"941"	0	1
"942"	0.65	0
"943"	1	0
"944"	1	0
"945"	0	0
"946"	0.75	0.2
"947"	0.4	0
"948"	0	0.15
"949"	1	0
"950"	0.6	0.85
"951"	0.5	0
"952"	0	0
"953"	1	0.35
"954"	0.45	0.45
"955"	0.2	0
"956"	0.45	0.4
"957"	0	0.25
"958"	0.55	0.05
"959"	0.25	1
"960"	1	0.05
"961"	0.55	0
"962"	1	0
"963"	0	0.2
"964"	0.4	1
"965"	0.15	1
"966"	0.45	0.4
"967"	0.6	0
"968"	0.25	0.35
"969"	0.25	0.25
"970"	0.8	0
"971"	0.85	0.7
"972"	0	0.4
"973"	1	0.25
"974"	1	0
"975"	0	0.5
"976"	0.65	0.9
"977"	1	0
"978"	1	0
"979"	0.35	0.25
"980"	0.4	0
"981"	0	0
"982"	0.4	1
"983"	1	0.1
"984"	1	0.35
"985"	1	0
"986"	0	0.2
"987"	0	0
"988"	1	1
"989"	0	1
"990"	0	0.55
"991"	0	0.2
"992"	0	0
"993"	0.05	0.65
"994"	0.95	0
"995"	0.35	0.85
"996"	1	0.85
"997"	0.5	0.2
"998"	0.3	1
"999"	0	0
"1000"	0	0.05
"1001"	0	0.25
"1002"	0.95	0
"1003"	0.45	1
"1004"	0.3	0.4
"1005"	1	1
"1006"	0	0.8
"1007"	0.55	0
"1008"	0.95	0
"1009"	0.55	0
"1010"	0	0
"1011"	0	1
"1012"	1	0.35
"1013"	0	0.2
"1014"	0	0.4
"1015"	1	0
"1016"	0	0.45
"1017"	0.6	0.6
"1018"	0.7	0.45
"1019"	0	0.4
"1020"	0	1
"1021"	0.7	0.25
"1022"	0	1
"1023"	0.45	0.25
"1024"	0.4	0
"1025"	0	0
"1026"	0.6	0.15
"1027"	0.35	0
"1028"	0.5	0
"1029"	1	1
"1030"	1	0
"1031"	0	0
"1032"	0.65	0.1
"1033"	0.65	0.3
"1034"	0.8	0.45
"1035"	1	0.2
"1036"	0.6	1
"1037"	0.4	0
"1038"	1	0
"1039"	1	0
"1040"	0	0.15
"1041"	0.7	0
"1042"	0.8	0.25
"1043"	0.8	0.05
"1044"	0.45	0
"1045"	0.2	0.15
"1046"	0	0
"1047"	0.3	0.3
"1048"	0.25	0
"1049"	1	0.5
"1050"	0	0.2
"1051"	1	0
"1052"	0.5	0.4
"1053"	0.25	0.5
"1054"	1	1
"1055"	1	0.65
"1056"	0.25	1
"1057"	1	0
"1058"	0	0
"1059"	0.7	0.65
"1060"	0	0.65
"1061"	0.3	0.2
"1062"	0.55	0
"1063"	0.3	0.45
"1064"	1	0.1
"1065"	0.85	0.15
"1066"	1	0.3
"1067"	0.15	0.25
"1068"	0.2	0
"1069"	0.75	0
"1070"	0.2	0.7
"1071"	0	0
"1072"	0	0.3
"1073"	0.3	0
"1074"	0.7	0
"1075"	1	0
"1076"	1	0.2
"1077"	0	0.05
"1078"	0	0
"1079"	0	0.2
"1080"	0.45	0
"1081"	0	0.85
"1082"	1	1
"1083"	0.2	0.7
"1084"	0	0
"1085"	0.7	0.65
"1086"	1	0
"1087"	0.8	0.1
"1088"	1	0.6
"1089"	0.75	0
"1090"	1	0
"1091"	0.25	1
"1092"	0.65	1
"1093"	0.55	0.25
"1094"	0.4	0
"1095"	0	0
"1096"	0.6	0
"1097"	0.2	0
"1098"	0	0.25
"1099"	0.5	0.25
"1100"	0	1
"1101"	0.5	0
"1102"	0	0.15
"1103"	0	0
"1104"	0.8	0
"1105"	0.9	0.2
"1106"	1	0
"1107"	1	1
"1108"	1	1
"1109"	0.8	0.45
"1110"	0.5	1
"1111"	1	0.7
"1112"	0.75	1
"1113"	1	0
"1114"	0.15	1
"1115"	0.95	1
"1116"	0.4	1
"1117"	0	0.8
"1118"	0.55	0.45
"1119"	1	0
"1120"	0.05	0
"1121"	0.4	0.75
"1122"	0.4	0.15
"1123"	0.45	0
"1124"	1	0.3
"1125"	0	0.4
"1126"	1	0
"1127"	0.95	0.2
"1128"	1	0
"1129"	0.4	0
"1130"	0.65	0.1
"1131"	0	0
"1132"	0	0.3
"1133"	0	0
"1134"	1	0
"1135"	0	0.05
"1136"	0.25	0.3
"1137"	0.85	0.2
"1138"	0	0.9
"1139"	0	1
"1140"	0	0.35
"1141"	0	1
"1142"	1	0.15
"1143"	1	0.15
"1144"	0.5	0
"1145"	0.5	1
"1146"	0	0.8
"1147"	1	0
"1148"	1	0
"1149"	0.85	0
"1150"	1	0.75
"1151"	0	0.15
"1152"	0.45	0.3
"1153"	0.3	0.35
"1154"	0.7	1
"1155"	1	0.4
"1156"	0.9	0.45
"1157"	0.8	0
"1158"	1	0
"1159"	1	0
"1160"	0.2	0.3
"1161"	0	1
"1162"	0	0.2
"1163"	0	1
"1164"	1	0
"1165"	1	0
"1166"	0.65	0
"1167"	1	0.1
"1168"	0.6	0
"1169"	1	0
"1170"	0.5	0
"1171"	0	0.2
"1172"	0.1	1
"1173"	1	0.1
"1174"	0.15	1
"1175"	1	0.2
"1176"	0.85	0
"1177"	0.5	0
"1178"	1	0.05
"1179"	0.95	0
"1180"	1	1
"1181"	0	0.25
"1182"	0	0.8
"1183"	0	0
"1184"	0.4	0
"1185"	0	0
"1186"	0	1
"1187"	1	0.3
"1188"	0.6	0.3
"1189"	0.6	0.4
"1190"	0.35	0
"1191"	1	0.1
"1192"	0.5	0
"1193"	0.55	0.2
"1194"	0	0.15
"1195"	0.75	0.25
"1196"	0.75	0
"1197"	0.35	1
"1198"	1	0
"1199"	0	0.05
"1200"	0	0.8
"1201"	0	0.05
"1202"	1	0
"1203"	1	1
"1204"	0	0
"1205"	0.4	0
"1206"	0	0.25
"1207"	0.4	0
"1208"	0.9	0.15
"1209"	0.85	0
"1210"	0.3	0.45
"1211"	0	1
"1212"	0.35	1
"1213"	0	0.15
"1214"	1	0.2
"1215"	0.5	1
"1216"	0	1
"1217"	0.55	0
"1218"	0.5	0.35
"1219"	0	0
"1220"	0.6	0.15
"1221"	0.55	1
"1222"	0	0.4
"1223"	0	0
"1224"	0	0
"1225"	0.3	0
"1226"	1	1
"1227"	0.3	0
"1228"	0.5	0
"1229"	1	0
"1230"	0.6	0
"1231"	1	0
"1232"	0	0.3
"1233"	0.5	0
"1234"	0.25	0
"1235"	1	0.3
"1236"	0	0.7
"1237"	0	0.25
"1238"	1	0
"1239"	1	1
"1240"	0.7	0
"1241"	0	0.3
"1242"	0.6	0.3
"1243"	0	0.1
"1244"	0.5	0.45
"1245"	0	0.25
"1246"	0	1
"1247"	0.9	0
"1248"	0	0.1
"1249"	0	0
"1250"	0	0
"1251"	0.5	0
"1252"	0.65	0
"1253"	0	0.4
"1254"	0.35	0
"1255"	0	0.15
"1256"	0	0
"1257"	0	0
"1258"	0	0.3
"1259"	0	0
"1260"	1	0
"1261"	0	0
"1262"	0.95	0.25
"1263"	0.3	0.35
"1264"	0	1
"1265"	0	0.2
"1266"	0	0.3
"1267"	0.7	0.1
"1268"	0.35	0
"1269"	1	0
"1270"	0.35	0
"1271"	1	0
"1272"	0	0
"1273"	0.35	1
"1274"	0	0.55
"1275"	0.2	1
"1276"	0.4	0.1
"1277"	0.65	0.35
"1278"	0.05	0
"1279"	0.4	0.15
"1280"	0	0.25
"1281"	1	0
"1282"	1	0.3
"1283"	0.55	0
"1284"	0.5	0.55
"1285"	0.45	0.45
"1286"	0	0
"1287"	0	0.55
"1288"	0.55	0.2
"1289"	0.45	0.55
"1290"	1	0.55
"1291"	0.35	0.55
"1292"	0	1
"1293"	0.6	0.25
"1294"	1	0.35
"1295"	0.45	0.05
"1296"	1	0
"1297"	1	0
"1298"	0	1
"1299"	0.7	1
"1300"	1	0.3
"1301"	0.95	0
"1302"	0.45	0.15
"1303"	0.35	0
"1304"	0	0.2
"1305"	1	0
"1306"	0.6	0
"1307"	0	0.9
"1308"	0.25	0
"1309"	0	0
"1310"	0.55	0
"1311"	0.7	0.15
"1312"	0.65	0.15
"1313"	0	0
"1314"	0.65	0
"1315"	1	0.2
"1316"	0.6	0
"1317"	0	0
"1318"	0.5	0
"1319"	0.35	0.05
"1320"	0.3	0
"1321"	1	0
"1322"	0	0.1
"1323"	0.2	0.4
"1324"	0.35	0
"1325"	1	0
"1326"	0	0
"1327"	0	0.55
"1328"	0.55	0.1
"1329"	0.7	0.55
"1330"	1	0.1
"1331"	0.85	0
"1332"	0.45	1
"1333"	0	0
"1334"	0.55	0
"1335"	0	0
"1336"	1	1
"1337"	1	0
"1338"	0.75	0
"1339"	0	0.1
"1340"	0.65	0
"1341"	0	0
"1342"	0	0.65
"1343"	0	0.85
"1344"	0	0
"1345"	0.95	0
"1346"	0.5	0.25
"1347"	0	0
"1348"	1	0
"1349"	1	1
"1350"	1	0
"1351"	0	1
"1352"	0	0.1
"1353"	0.3	0.25
"1354"	0.65	0
"1355"	0.7	0.25
"1356"	0	0.4
"1357"	1	0.25
"1358"	0.6	0.25
"1359"	0.1	1
"1360"	0	0.35
"1361"	1	0
"1362"	0	0.35
"1363"	0.45	0
"1364"	0.3	0
"1365"	0	0
"1366"	0.7	0
"1367"	0	0
"1368"	0	0.2
"1369"	0.5	0.15
"1370"	0	1
"1371"	0.5	0
"1372"	0	0
"1373"	0	0
"1374"	1	0
"1375"	1	0.35
"1376"	0.9	0
"1377"	0.3	0.2
"1378"	0.65	0
"1379"	0.35	1
"1380"	0.5	1
"1381"	0	1
"1382"	0	0
"1383"	0.1	0
"1384"	0.4	0
"1385"	0.65	0
"1386"	1	1
"1387"	1	0.25
