"b.1"	"b.2"
"1"	-3.76702718583628	24.4136462889459
"2"	-0.330908658124268	0.319419137195124
"3"	-0.511690545434545	0.529664468534214
"4"	-0.305377768903184	0.265340116609954
"5"	-0.199927524776157	0.123721238940282
"6"	-0.316083996037225	0.260213398096244
"7"	-0.179011528508024	0.106972685117325
"8"	-0.0888637937494952	-0.028427327618115
"9"	-0.036762750819738	-0.0885704078117614
"10"	0.014896296247314	-0.167047082101595
"11"	-0.00955688294957289	-0.0704870425495504
"12"	-0.026853147528161	-0.0706684577072335
"13"	0.157378425786862	-0.333429836265337
"14"	0.16081801933947	-0.379796412202317
"15"	0.39651689609912	-0.692782733190456
"16"	0.266837490801183	-0.562704346717075
"17"	0.308839961086366	-0.572790943627429
"18"	0.449326956029306	-0.673748600974233
"19"	0.275773647849808	-0.505046292388746
"20"	0.421888277606779	-0.63898569265957
"21"	0.25826322818007	-0.508019941965192
"22"	0.440199153857371	-0.711247477678718
"23"	0.501016207922434	-0.746695970431095
"24"	0.445603952861266	-0.658526520796573
"25"	0.607197728663704	-0.876382243341869
"26"	0.676343320714311	-0.942015480453174
"27"	0.42218587227005	-0.643297646881319
"28"	0.555638780509445	-0.820816479833321
"29"	0.804087352731466	-1.14724217831347
"30"	0.798378173712596	-1.22062314149758
"31"	0.831229863185353	-1.19179593379434
"32"	0.943863766657572	-1.34442938298365
"33"	0.952190629733423	-1.35956781977824
"34"	0.750528881316256	-1.0679819640179
"35"	0.748242856859363	-1.08202596753564
"36"	0.932729810245589	-1.33040974974771
"37"	1.05807991427096	-1.54027274859282
"38"	1.26146343096799	-1.79261594794855
"39"	1.19201927855936	-1.71145310580102
"40"	1.41118389029902	-1.86471595987861
"41"	3.20125771882867	-4.23011743421596
"42"	2.82669243126558	-4.05159659924356
"43"	3.54356560438362	-4.98720191836787
"44"	3.60797758514345	-5.21547396492233
"45"	2.87626592116201	-4.32429091019314
"46"	2.73242140931835	-3.92611303327406
"47"	3.11539862251079	-4.40103639011333
"48"	2.59309643400936	-3.67129947221722
"49"	3.31879011163133	-4.67671814684814
"50"	2.90867636851887	-4.16646233133314
"51"	3.34794761903088	-4.58850038891941
"52"	2.95672604349012	19.1160059747786
"53"	0.69812006435304	-1.00984065355046
"54"	1.02988137511636	-1.48216271811998
"55"	2.33370165540426	-3.01617564060616
"56"	3.51373417765162	-4.82032745063997
"57"	3.29413139889997	-4.83257777093391
"58"	2.87477330613713	-4.10664655404377
"59"	3.41546585556104	-4.86449493814775
"60"	3.57804842741808	-5.11385446274118
"61"	3.5690112512764	-5.15608612905585
"62"	3.53149641135467	-5.05322579753078
"63"	3.25741848172401	-4.49227543235364
"64"	3.56848710366705	-5.08464493935089
"65"	3.44591249268458	-4.93174999353393
"66"	2.92394519697462	-4.16214279633331
"67"	2.80107780724362	-4.21984413607623
"68"	2.72592654773748	-3.95658170257974
"69"	3.00242578519425	-4.25204867271642
"70"	2.67948399597818	-3.6991333226501
"71"	3.21156240130913	-4.63575423283793
"72"	2.8120499573847	-3.97834715374943
"73"	2.83722960826487	-4.14103190059692
"74"	3.13704689912762	-4.5825329093409
"75"	3.32798144254644	-4.77332514394373
"76"	3.65417958244769	-5.13187420314969
"77"	3.76139612220749	-5.24265417837946
"78"	2.89598152738604	-4.13249516173076
"79"	3.45086230613618	-4.94228854677026
"80"	3.45923063455081	-4.76934902141364
"81"	3.76043231251799	-5.35079895513788
"82"	3.15314865014458	-4.40816673492095
"83"	3.31312094212158	-4.64360555628262
"84"	3.14438696763222	-4.73697088303757
"85"	3.24427422324745	-4.65507326325959
"86"	3.8844093659635	-5.52620553307994
"87"	3.23263983591075	-4.73229445398572
"88"	3.47793516594894	-5.07295087314343
"89"	3.45435384487567	-4.81393527699624
"90"	3.41156130446507	-4.87953180904811
"91"	3.3786243932368	-4.79432948308173
"92"	3.16563449913953	-4.48555320574932
"93"	3.62309168005375	-5.37690231061944
"94"	3.15794793753484	-4.52621540282818
"95"	2.95193808725801	-4.20635216162229
"96"	3.52616816364843	-4.9432703803235
"97"	2.89095090326005	-4.11132173359158
"98"	3.18183962985639	-4.6233904302221
"99"	2.92873481702184	-4.12543675406156
"100"	2.91434911848177	-4.13177793194235
"101"	2.87643003444141	-4.02636928190553
"102"	2.85792998840149	-4.0581589818064
