"pip.1"	"pip.2"
"131"	0.74	0.2
"132"	0.46	0.16
"133"	0.38	0.34
"134"	0.6	0.86
"135"	0.44	0.56
"136"	0.46	0.48
"137"	0.6	0.4
"138"	0.3	0.18
"139"	0.66	0.8
"140"	0.3	0.26
"141"	0.3	0.08
"142"	0.44	0.08
"143"	0.02	0.18
"144"	1	0.84
"145"	0.52	0.62
"146"	0.5	0.5
"147"	0.36	0.5
"148"	0.86	0.32
"149"	0.86	0.46
"150"	0.54	0.42
"151"	0.62	0.74
"152"	0.48	0.12
"153"	0.32	0.24
"154"	0.08	0.16
"155"	0.6	0.94
"156"	0.32	0.42
"157"	0.58	0.64
"158"	0.26	0.18
"159"	0.94	0.62
"160"	0.38	0.58
"161"	0.2	0.02
"162"	0.16	0.18
"163"	0.58	0.88
"164"	1	0.88
"165"	0.56	0.54
"166"	0.44	0.46
"167"	0.52	0
"168"	0.34	0.26
"169"	0.26	0.3
"170"	0.28	0.18
"171"	0.88	0.72
"172"	0.36	0.74
"173"	0.56	0.02
"174"	0.28	0.12
"175"	0.9	0.96
"176"	0.8	1
"177"	0.66	0.96
"178"	0.44	0.38
"179"	0.28	0.88
"180"	0.84	0.28
"181"	0.38	0.16
"182"	0.48	0.24
"183"	0.42	0.48
"184"	0.44	0.5
"185"	0.66	0.58
"186"	0.94	0.82
"187"	0.48	0.82
"188"	0.58	0.82
"189"	0.82	0.16
"190"	0.62	0.84
"191"	0.42	0.5
"192"	0.44	0.16
"193"	0.36	0.32
"194"	0.98	0.9
"195"	0.34	0.2
"196"	0.46	0.76
"197"	0.6	0.28
"198"	0.22	0.02
"199"	0.38	0.26
"200"	0.26	0.12
"201"	0.94	0.94
"202"	0.34	0.06
"203"	0.42	0.12
"204"	0.5	0.96
"205"	0.52	0.36
"206"	0.94	0.78
"207"	0.1	0.28
"208"	0.64	0.88
"209"	0.22	0.6
"210"	0.44	0.4
"211"	0.32	0.08
"212"	0.14	0.16
"213"	0.6	0.52
"214"	0.58	0.18
"215"	0.7	0.5
"216"	0.52	0.64
"217"	0.38	0.24
"218"	0.42	0.12
"219"	0.66	0.8
"220"	0.38	0.94
"221"	0.58	0.48
"222"	0.32	0.1
"223"	0.48	0.26
"224"	0.44	0.18
"225"	0.46	0.14
"226"	0.54	0.14
"227"	0.32	0.08
"228"	0.14	0.18
"229"	0.28	0.2
"230"	0.52	0.62
"231"	0.36	0.18
"232"	0.32	0.14
"233"	0.66	0.16
"234"	0.4	0.2
"235"	0.38	0.08
"236"	0.04	0.1
"237"	0.52	0.66
"238"	0.1	0.3
"239"	0.32	0.08
"240"	0.74	0.46
"241"	0.34	0.08
"242"	0.24	0.7
"243"	0.56	0.52
"244"	0.42	0.5
"245"	0.68	0.24
"246"	0.46	0.18
"247"	0.32	0.26
"248"	0.8	0.84
"249"	0.66	0.96
"250"	0.62	0.96
"251"	0.12	0.04
"252"	0.84	0.14
"253"	0.16	0.2
"254"	0	0.04
"255"	0.4	0.44
"256"	0.44	0.62
"257"	0.52	0.98
"258"	0.8	0.36
"259"	0.04	0.14
"260"	0.44	0.42
"261"	0.5	0.2
"262"	0.48	0.06
"263"	0.56	0.1
"264"	0.8	0.72
"265"	0.7	0.1
"266"	0.24	0.4
"267"	0.2	0.18
"268"	0.84	0.92
"269"	0.88	0.88
"270"	0.5	0.94
"271"	0.54	0.3
"272"	0.56	0.58
"273"	0.34	0.18
"274"	0.46	0.54
"275"	0.24	0.52
"276"	0.42	0.42
"277"	0.68	0.98
"278"	0.26	0.06
"279"	0.42	0.2
"280"	0.1	0.34
"281"	0.82	0.42
"282"	0.64	0.78
"283"	0.82	0.98
"284"	0.26	0.86
"285"	0.18	0.22
"286"	0.24	0.86
"287"	0.52	0.24
"288"	0.1	0.44
"289"	0.36	0.08
"290"	0.36	0.1
"291"	0.66	0.86
"292"	0.5	0.26
"293"	0.26	0.44
"294"	0.36	0.74
"295"	0.42	0.4
"296"	0.58	0.26
"297"	0.38	0.2
"298"	0.74	0.56
"299"	0.58	0.82
"300"	0.5	0.14
"301"	0.66	0.98
"302"	0.66	0.62
"303"	0.26	0.22
"304"	0.32	0.22
"305"	0.56	0.62
"306"	0.38	0.24
"307"	0.82	0.38
"308"	0.8	0.34
"309"	0.32	0.06
"310"	0.38	0.34
"311"	0	0.02
"312"	0.34	0.08
"313"	0.48	0.9
"314"	0.44	0.2
"315"	0.38	0.24
"316"	0.06	0.16
"317"	0.06	0.14
"318"	0.34	0.44
"319"	0.44	0.64
"320"	0.7	0.62
"321"	0.7	0.6
"322"	0.68	0.98
"323"	0.16	0.38
"324"	0.24	0.1
"325"	0.1	0.2
"326"	0.52	0.6
"327"	0.76	0.34
"328"	0.28	0.2
"329"	0.9	0.94
"330"	0.46	0.32
"331"	0.48	0.08
"332"	0.4	0.32
"333"	0.44	0.32
"334"	0.58	0.58
"335"	0.2	0.22
"336"	0.7	0.1
"337"	0.48	0.08
"338"	0.02	0.26
"339"	0.68	0.32
"340"	0.48	0.7
"341"	0.6	0.7
"342"	0.18	0.82
"343"	0.42	0.82
"344"	0	0.2
"345"	0.54	0.34
"346"	0.38	0.18
"347"	0.24	0.98
"348"	0.52	0.58
"349"	0.36	0.22
"350"	0.8	0.12
"351"	0.56	0.52
"352"	0.3	0.14
"353"	0.36	0.76
"354"	0.62	0.96
"355"	0.16	0.2
"356"	0.62	0.88
"357"	0.1	0.26
"358"	0.7	0.86
"359"	0.58	0.6
"360"	0.04	0.12
"361"	0.34	0.08
"362"	0	0.06
"363"	0.24	0.38
"364"	0.34	0.06
"365"	0.48	0.32
"366"	0.62	0.72
"367"	0.7	0.88
"368"	0.86	0.58
"369"	0.48	0.2
"370"	0.14	0.18
"371"	0.3	0.18
"372"	0.32	0.2
"373"	0.42	0.6
"374"	0.68	0.88
"375"	0.86	0.92
"376"	0.4	0.46
"377"	0.64	0.64
"378"	0.56	0.28
"379"	0.38	0.26
"380"	0.62	0.48
"381"	0.34	0.1
"382"	0.9	0.88
"383"	0.6	0.72
"384"	0.26	0.16
"385"	0.82	0.46
"386"	0.58	0.9
"387"	0.5	0.36
"388"	0.38	0.24
"389"	0.86	0.62
"390"	0.46	0.82
"391"	0.52	0.76
"392"	0.78	0.3
"393"	0.26	0.64
"394"	0.22	0.88
"395"	0.42	0.42
"396"	0.38	0.1
"397"	0.34	0.08
"398"	0.54	0.82
"399"	0.42	0.24
"400"	0.5	0.32
"401"	0.9	0.38
"402"	0.24	0.82
"403"	0.68	0.84
"404"	0.6	0.2
"405"	0.26	0.14
"406"	0.26	0.02
"407"	0.28	0.12
"408"	0.42	0.74
"409"	0.36	0.12
"410"	0.92	0.56
"411"	0.22	0.22
"412"	0.62	0.82
"413"	0.3	0.12
"414"	0.42	0.22
"415"	0.3	0.82
"416"	0.62	0.76
"417"	0.44	0.78
"418"	0.5	0.52
"419"	0.54	0.94
"420"	0.44	0.48
"421"	0.02	0.14
"422"	0.66	1
"423"	0.36	0.62
"424"	0.44	0.16
"425"	0.24	0.18
"426"	0.24	0.06
"427"	0.38	0.08
"428"	0.52	0.56
"429"	0.46	0.22
"430"	0.26	0.44
"431"	0.38	0.08
"432"	0.18	0.26
"433"	0.36	0.16
"434"	0.26	0.08
"435"	0.44	0.1
"436"	0.8	0.26
"437"	0.38	0.68
"438"	0.34	0.04
"439"	0.24	0.32
"440"	0.82	0.56
"441"	0.28	0.16
"442"	0.4	0.08
"443"	0.42	0.28
"444"	0.34	0.3
"445"	0.26	0.28
"446"	0.58	0.88
"447"	0.96	0.86
"448"	0.24	0.28
"449"	0.54	0.8
"450"	0.54	0.14
"451"	0.42	0.66
"452"	0.4	0.06
"453"	0.74	0.34
"454"	0.42	0.28
"455"	0.46	0.08
"456"	0.5	0.22
"457"	0.58	0.7
"458"	0.46	0.18
"459"	0.2	0.14
"460"	0.46	0.3
"461"	0.36	0.3
"462"	0.38	0.24
"463"	0.52	0.72
"464"	0.7	0.18
"465"	0.4	0.3
"466"	0.36	0.22
"467"	0.48	0.36
"468"	0.46	0.22
"469"	0.28	0.24
"470"	0.48	0.4
"471"	0.4	0.08
"472"	0.02	0.2
"473"	0.64	0.22
"474"	0.56	0.72
"475"	0.48	0.22
"476"	0.64	0.58
"477"	0.66	0.82
"478"	0.58	0.14
"479"	0.82	0.62
"480"	0.84	0.16
"481"	0.5	0.14
"482"	0.62	0.64
"483"	0.82	0.42
"484"	0.18	0.12
"485"	0.52	0.88
"486"	0.84	0.38
"487"	0.48	0.18
"488"	0.44	0.42
"489"	0.1	0.48
"490"	0.22	0.14
"491"	0.38	0.54
"492"	0.58	0.44
"493"	0.76	0.7
"494"	0.94	0.9
"495"	0.68	0.78
"496"	0.02	0.1
"497"	0.58	0.36
"498"	0.36	0.18
"499"	0.7	0.14
"500"	0.46	0.24
"501"	0.5	0.68
"502"	0.84	0.22
"503"	0.68	0.96
"504"	0.7	0.7
"505"	0.7	0.12
"506"	0.52	0.68
"507"	0.34	0.08
"508"	0.44	0.74
"509"	0.42	0.28
"510"	0.42	0.28
"511"	0.44	0.46
"512"	0.74	0.86
"513"	0.1	0.02
"514"	0.3	0.3
"515"	0.26	0.14
"516"	0.52	0.38
"517"	0.14	0.14
"518"	0.7	0.48
"519"	0.48	0.32
"520"	0.46	0.22
"521"	0.28	0.22
"522"	0.28	0.32
"523"	0.3	0.16
"524"	0.82	0.38
"525"	0.9	0.84
"526"	0.6	0.66
"527"	0.6	0.74
"528"	0.84	0.52
"529"	0.64	0.6
"530"	0.6	0.96
"531"	0.36	0.18
"532"	0.5	0.18
"533"	0.6	0.7
"534"	0.36	0.2
"535"	0.58	0.22
"536"	0.88	0.96
"537"	0.36	0.14
"538"	0.26	0.22
"539"	0.4	0.12
"540"	0.44	0.26
"541"	0.9	0.98
"542"	0.76	0.1
"543"	0.4	0.12
"544"	0.14	0.12
"545"	0.56	0.56
"546"	0.3	0.68
"547"	0.2	0.4
"548"	0.52	0.18
"549"	0.48	0.18
"550"	1	0.9
"551"	0.28	0.62
"552"	0.44	0.56
"553"	0.64	0.48
"554"	0.26	0.12
"555"	0.46	0.22
"556"	0.06	0.12
"557"	0.48	0.1
"558"	0.44	0.62
"559"	0.5	0.96
"560"	0.74	0.96
"561"	0.48	0.36
"562"	0.52	0.14
"563"	0.36	0.2
"564"	0.46	0.32
"565"	0.36	0.22
"566"	0.82	0.22
"567"	0.96	0.62
"568"	0.5	0.4
"569"	0.52	0.58
"570"	0.56	0.54
"571"	0.34	0.16
"572"	0.58	0.8
"573"	0.22	0.26
"574"	0.28	0.64
"575"	0.36	0.3
"576"	0.72	0.98
"577"	0.38	0.56
"578"	0.72	0.82
"579"	0.52	0.84
"580"	0.26	0.12
"581"	0.12	0.48
"582"	0.16	0.38
"583"	0.62	0.96
"584"	0.54	0.92
"585"	0.22	0.08
"586"	0.62	0.6
"587"	0.84	0.96
"588"	0.38	0.38
"589"	0.48	0.5
"590"	0.34	0.16
"591"	0.54	0.18
"592"	0.48	0.82
"593"	0.62	0.72
"594"	0.58	0.96
"595"	0.24	0.04
"596"	0.64	0.74
"597"	0.54	0.2
"598"	0.92	0.76
"599"	0.26	0.94
"600"	0.22	0.56
"601"	0.34	0.14
"602"	0.44	0.3
"603"	0.32	0.8
"604"	0.24	0.7
"605"	0.64	0.8
"606"	0.82	0.62
"607"	0.1	0.06
"608"	0.1	0.36
"609"	0.48	0.58
"610"	0.16	0.48
"611"	0.5	0.66
"612"	0.32	0.28
"613"	0.84	0.9
"614"	0.64	0.2
"615"	0.2	0.94
"616"	0.2	0.3
"617"	0.9	0.92
"618"	0.72	0.92
"619"	0.44	0.8
"620"	0.58	0.22
"621"	0.24	0.24
"622"	0.4	0.54
"623"	0.48	0.38
"624"	0.08	0.08
"625"	0	0.04
"626"	0.3	0.14
"627"	0.62	0.92
"628"	0.54	0.9
"629"	0.32	0.16
"630"	0.22	0.12
"631"	0.58	0.4
"632"	0.54	0.32
"633"	0.14	0.44
"634"	0.56	0.64
"635"	0.32	0.06
"636"	0.02	0.1
"637"	0.48	0.5
"638"	0.7	0.16
"639"	0.48	0.46
"640"	0.66	0.9
"641"	0.56	0.3
"642"	0.54	0.52
"643"	0.34	0.16
"644"	0.38	0.24
"645"	0.34	0.22
"646"	0.14	0.08
"647"	0.48	0.16
"648"	0.42	0.16
"649"	0.62	0.34
"650"	0.52	0.22
"651"	0.5	0.42
"652"	0.2	0.66
"653"	0.4	0.16
"654"	0.4	0.14
"655"	0.3	0.72
"656"	0.14	0.46
"657"	0.38	0.08
"658"	0.36	0.48
"659"	0.6	0.84
"660"	0.3	0.14
"661"	0.56	0.14
"662"	0.56	0.8
"663"	0.44	0.94
"664"	0.72	0.92
"665"	0.8	0.6
"666"	0.54	0.62
"667"	0.42	0.16
"668"	0.3	0.14
"669"	0.76	0.94
"670"	0.8	0.8
"671"	0.34	0.58
"672"	0.1	0.44
"673"	0.32	0.14
"674"	0.14	0.1
"675"	0.34	0.5
"676"	0.74	0.2
"677"	0.08	0.12
"678"	0.52	0.26
"679"	0.68	0.8
"680"	0.38	0.26
"681"	0.68	0.32
"682"	0.54	0.76
"683"	0.34	0.08
"684"	0.56	0.24
"685"	0.1	0.14
"686"	0.42	0.18
"687"	0.62	0.58
"688"	0.34	0.24
"689"	0.46	0.26
"690"	0.42	0.62
"691"	0.32	0.06
"692"	0.42	0.6
"693"	0.06	0.06
"694"	0.3	0.1
"695"	0.8	0.5
"696"	0.5	0.34
"697"	0.44	0.38
"698"	0.96	0.74
"699"	0.18	0.48
"700"	0.48	0.92
"701"	0.7	0.62
"702"	0.96	0.48
"703"	0.44	0.54
"704"	0.3	0.18
"705"	0.28	0.08
"706"	0.32	0.1
"707"	0.4	0.32
"708"	0.56	0.76
"709"	0.06	0.24
"710"	0.12	0.6
"711"	0.48	0.2
"712"	0.96	0.86
"713"	0.66	0.96
"714"	0.2	0.22
"715"	0.34	0.14
"716"	0.6	0.36
"717"	0.24	0.24
"718"	0.7	0.24
"719"	0.14	0.06
"720"	0.78	0.32
"721"	0.42	0.36
"722"	0.38	0.6
"723"	0.78	0.76
"724"	0.54	0.48
"725"	0.32	0.22
"726"	0.36	0.2
"727"	0.52	0.3
"728"	0.2	0.14
"729"	0.06	0.16
"730"	0.08	0.4
"731"	0.74	0.84
"732"	0.46	0.28
"733"	0.52	0.92
"734"	0.32	0.18
"735"	0.66	0.1
"736"	0.14	0.46
"737"	0.48	0.32
"738"	0.16	0.22
"739"	0.5	0.16
"740"	0.44	0.38
"741"	0.64	0.76
"742"	0.48	0.08
"743"	0.54	0.16
"744"	0.48	0.12
"745"	0.5	0.34
"746"	0.38	0.18
"747"	0.42	0.86
"748"	0.34	0.24
"749"	0.44	0.66
"750"	0.58	0.34
"751"	0.58	0.96
"752"	0.62	0.2
"753"	0.54	0.9
"754"	0.6	0.48
"755"	0.6	0.94
"756"	0.78	0.52
"757"	0.74	0.88
"758"	0.82	0.18
"759"	0.68	0.06
"760"	0.46	0.5
"761"	0.7	0.18
"762"	0.02	0.16
"763"	0.36	0.12
"764"	0.24	0.44
"765"	0.28	0.24
"766"	0.4	0.78
"767"	0.4	0.32
"768"	0.38	0.14
"769"	0.12	0.22
"770"	0.42	0.42
"771"	0.32	0.1
"772"	0.66	0.16
"773"	0.7	0.86
"774"	0.64	0.66
"775"	0.72	0.22
"776"	0.32	0.3
"777"	0.74	0.9
"778"	0.44	0.78
"779"	0.28	0.22
"780"	0.52	0.8
"781"	0.6	0.34
"782"	0.56	0.38
"783"	0.26	0.42
"784"	0.82	0.94
"785"	0.44	0.94
"786"	0.34	0.18
"787"	0.58	0.08
"788"	0.56	0.18
"789"	0.22	0.14
"790"	0.64	0.52
"791"	0.46	0.58
"792"	0.6	0.4
"793"	0.14	0.14
"794"	0.6	0.56
"795"	0.36	0.12
"796"	0.34	0.16
"797"	0.36	0.2
"798"	0.34	0.44
"799"	0.26	0.36
"800"	0.4	0.06
"801"	0.3	0.16
"802"	0.34	0.3
"803"	0.36	0.3
"804"	0.54	0.88
"805"	0.7	0.2
"806"	0.88	0.74
"807"	0	0.12
"808"	0.38	0.38
"809"	0.04	0.08
"810"	0.56	0.3
"811"	0.16	0.22
"812"	0.62	0.54
"813"	0.28	0.16
"814"	0.6	0.74
"815"	0.22	0.02
"816"	0.14	0.2
"817"	0.38	0.4
"818"	0.22	0.46
"819"	0.18	0.1
"820"	0	0.08
"821"	0.62	0.18
"822"	0.6	0.76
"823"	0.08	0.44
"824"	0.38	0.22
"825"	0.48	0.42
"826"	0.32	0.24
"827"	0.76	0.86
"828"	0.58	0.56
"829"	0.32	0.34
"830"	0	0.08
"831"	0.74	0.1
"832"	0.36	0.2
"833"	0.4	0.46
"834"	0.46	0.72
"835"	0.3	0.12
"836"	0.66	0.88
"837"	0.78	0.2
"838"	0.38	0.3
"839"	0.54	0.76
"840"	0.46	0.46
"841"	0.6	0.6
"842"	0.92	0.88
"843"	0.6	0.7
"844"	0.24	0.12
"845"	0.58	0.26
"846"	0.86	0.4
"847"	0.52	0.44
"848"	0.58	0.96
"849"	0.4	0.06
"850"	0.64	0.96
"851"	0.4	0.52
"852"	0.94	0.72
"853"	0.14	0.2
"854"	0.28	0.92
"855"	0.32	0.1
"856"	0.4	0.36
"857"	0.38	0.18
"858"	0.08	0.42
"859"	0.24	0.1
"860"	0.38	0.06
"861"	0.46	0.34
"862"	0.6	0.86
"863"	0.24	0.4
"864"	0.38	0.5
"865"	0.84	0.46
"866"	0.54	0.86
"867"	0.32	0.18
"868"	0.56	0.96
"869"	0.58	0.92
"870"	0.42	0.34
"871"	0.92	0.84
"872"	0.3	0.18
"873"	0	0.04
"874"	0.26	0.12
"875"	0.48	0.24
"876"	0.42	0.08
"877"	0.78	0.64
"878"	0.38	0.14
"879"	0.58	0.72
"880"	0.32	0.3
"881"	0.38	0.24
"882"	0.42	0.4
"883"	0.5	0.5
"884"	0.56	0.1
"885"	0.44	0.22
"886"	0.62	0.16
"887"	0.64	0.16
"888"	0.48	0.36
"889"	0.32	0.96
"890"	0.58	0.98
"891"	0.56	0.52
"892"	0.94	0.78
"893"	0.42	0.12
"894"	0.32	0.18
"895"	0.14	0.08
"896"	0.34	0.5
"897"	0.14	0.12
"898"	0.3	0.5
"899"	0.8	0.46
"900"	0.6	0.94
"901"	0.64	0.94
"902"	0.2	0.14
"903"	0.28	0.12
"904"	0.48	0.24
"905"	0.24	0.24
"906"	0.7	0.86
"907"	0.08	0.26
"908"	0.68	0.84
"909"	0.66	0.9
"910"	0.52	0.62
"911"	0.34	0.04
"912"	0.4	0.14
"913"	0.68	0.46
"914"	0.5	0.94
"915"	0.6	0.92
"916"	0.28	0.12
"917"	0.08	0.16
"918"	0.24	0.84
"919"	0.52	0.56
"920"	0.34	0.34
"921"	0.52	0.44
"922"	0.74	0.24
"923"	0.2	0.2
"924"	0.54	0.1
"925"	0.82	0.4
"926"	0.12	0.34
"927"	0.4	0.28
"928"	0.24	0.18
"929"	0.48	0.12
"930"	0.96	0.52
"931"	0.6	0.12
"932"	0.18	0.08
"933"	0.36	0.18
"934"	0.72	0.16
"935"	0.34	0.88
"936"	0.92	0.4
"937"	0.52	0.58
"938"	0.16	0.08
"939"	0.52	0.38
"940"	0.4	0.12
"941"	0.38	0.6
"942"	0.54	0.38
"943"	0.42	0.2
"944"	0.58	0.24
"945"	0.02	0.02
"946"	0.32	0.12
"947"	0.66	0.94
"948"	0.34	0.36
"949"	0.94	0.52
"950"	0.74	0.9
"951"	0.44	0.24
"952"	0.02	0.14
"953"	0.7	0.2
"954"	0.52	0.64
"955"	0.54	0.98
"956"	0.54	0.74
"957"	0.44	0.4
"958"	0.44	0.58
"959"	0.22	0.28
"960"	0.8	0.22
"961"	0.18	0.06
"962"	0.9	0.58
"963"	0.26	0.18
"964"	0.54	0.84
"965"	0.64	0.92
"966"	0.48	0.2
"967"	0.36	0.42
"968"	0.56	0.84
"969"	0.58	0.54
"970"	0.5	0.2
"971"	0.48	0.28
"972"	0.52	0.3
"973"	0.72	0.26
"974"	0.88	0.46
"975"	0.22	0.46
"976"	0.56	0.24
"977"	0.56	0.36
"978"	0.5	0.14
"979"	0.12	0.04
"980"	0.72	0.88
"981"	0.32	0.24
"982"	0.7	0.26
"983"	0.68	0.46
"984"	0.74	1
"985"	0.6	0.54
"986"	0.56	0.9
"987"	0	0.02
"988"	0.82	0.76
"989"	0.36	0.2
"990"	0	0.14
"991"	0.86	0.48
"992"	0.14	0.2
"993"	0.4	0.2
"994"	0.6	0.08
"995"	0.54	0.72
"996"	0.84	0.16
"997"	0.36	0.26
"998"	0.46	0.3
"999"	0.04	0.02
"1000"	0.28	0.32
"1001"	0.36	0.1
"1002"	0.3	0.12
"1003"	0.42	0.04
"1004"	0.78	0.8
"1005"	1	0.88
"1006"	0.22	0.4
"1007"	0.42	0.12
"1008"	0.26	0.08
"1009"	0.24	0.16
"1010"	0.52	0.28
"1011"	0.58	0.86
"1012"	0.66	0.18
"1013"	0.5	0.66
"1014"	0.7	0.92
"1015"	0.24	0
"1016"	0.2	0.3
"1017"	0.3	0.36
"1018"	0.54	0.52
"1019"	0.54	0.28
"1020"	0.06	0.16
"1021"	0.62	0.3
"1022"	0.48	0.48
"1023"	0.34	0.16
"1024"	0.16	0.1
"1025"	0.04	0.1
"1026"	0.4	0.12
"1027"	0.46	0.38
"1028"	0.24	0.28
"1029"	0.24	0.36
"1030"	0.76	0.16
"1031"	0.72	0.78
"1032"	0.54	0.68
"1033"	0.42	0.24
"1034"	0.5	0.78
"1035"	0.3	0.24
"1036"	0.36	0.28
"1037"	0.76	0.96
"1038"	0.46	0.74
"1039"	0.4	0.12
"1040"	0.42	0.32
"1041"	0.42	0.44
"1042"	0.44	0.18
"1043"	0.4	0.12
"1044"	0.2	0.34
"1045"	0.56	0.64
"1046"	0.3	0.28
"1047"	0.56	0.84
"1048"	0.58	0.56
"1049"	0.38	0.12
"1050"	0.16	0.48
"1051"	0.28	0.18
"1052"	0.4	0.36
"1053"	0.6	0.9
"1054"	0.9	0.48
"1055"	0.36	0.18
"1056"	0.5	0.78
"1057"	0.46	0.32
"1058"	0	0.04
"1059"	0.3	0.14
"1060"	0.48	0.86
"1061"	0.26	0.08
"1062"	0.32	0.32
"1063"	0.66	0.46
"1064"	0.52	0.5
"1065"	0.58	0.36
"1066"	0.64	0.04
"1067"	0.32	0.18
"1068"	0.54	0.24
"1069"	0.34	0.18
"1070"	0.3	0.14
"1071"	0.32	0.2
"1072"	0.36	0.16
"1073"	0.4	0.3
"1074"	0.32	0.22
"1075"	0.56	0.14
"1076"	0.3	0.12
"1077"	0.18	0.4
"1078"	0.02	0.04
"1079"	0.42	0.5
"1080"	0.4	0.7
"1081"	0.44	0.68
"1082"	0.96	0.84
"1083"	0.74	0.8
"1084"	0.04	0.06
"1085"	0.58	0.44
"1086"	0.26	0.06
"1087"	0.72	0.4
"1088"	0.28	0.26
"1089"	0.38	0.22
"1090"	0.56	0.32
"1091"	0.82	0.78
"1092"	0.26	0.04
"1093"	0.52	0.72
"1094"	0.22	0.24
"1095"	0.36	0.84
"1096"	0.84	0.34
"1097"	0.22	0.14
"1098"	0.74	0.64
"1099"	0.46	0.3
"1100"	0.8	0.96
"1101"	0.34	0.84
"1102"	0.56	0.68
"1103"	0.64	0.64
"1104"	0.22	0.56
"1105"	0.54	0.28
"1106"	0.36	0.18
"1107"	0.9	0.8
"1108"	0.58	0.56
"1109"	0.5	0.44
"1110"	0.28	0.14
"1111"	0.58	0.36
"1112"	0.5	0.64
"1113"	0.76	0.26
"1114"	0.08	0.06
"1115"	0.44	0.3
"1116"	0.44	0.66
"1117"	0.1	0.48
"1118"	0.04	0.04
"1119"	0.64	0.18
"1120"	0	0
"1121"	0.22	0.34
"1122"	0	0.14
"1123"	0.62	0.66
"1124"	0.62	0.2
"1125"	0.36	0.02
"1126"	0.38	0.08
"1127"	0.72	0.1
"1128"	0.84	0.22
"1129"	0.38	0.38
"1130"	0.24	0.22
"1131"	0.02	0.16
"1132"	0.56	0.62
"1133"	0.46	0.62
"1134"	0.6	0.34
"1135"	0.56	0.88
"1136"	0.66	0.44
"1137"	0.62	0.42
"1138"	0.58	0.74
"1139"	0.52	0.16
"1140"	0.6	0.42
"1141"	0.12	0.06
"1142"	0.42	0.12
"1143"	0.36	0.08
"1144"	0.34	0.34
"1145"	0.44	0.34
"1146"	0.12	0.42
"1147"	0.36	0.1
"1148"	0.56	0.52
"1149"	0.34	0.32
"1150"	0.86	0.8
"1151"	0.04	0.16
"1152"	0.48	0.82
"1153"	0.7	0.92
"1154"	0.68	0.18
"1155"	0.64	0.44
"1156"	0.52	0.36
