"pip.1"	"pip.2"
"202"	0.8	0
"203"	0	0.1
"204"	0	0.2
"205"	0.7	0
"206"	1	0.3
"207"	0	0
"208"	0.6	1
"209"	0	0
"210"	0	0
"211"	1	0.1
"212"	0	0.2
"213"	1	0
"214"	0	0
"215"	0.7	0
"216"	0	0
"217"	1	1
"218"	0.8	0.1
"219"	1	0.8
"220"	0.3	0.3
"221"	1	0
"222"	1	0.2
"223"	1	0
"224"	0.6	0.2
"225"	1	0
"226"	0.6	0
"227"	0.4	0
"228"	0.6	0
"229"	1	0
"230"	0.5	0
"231"	1	0.1
"232"	1	0
"233"	1	0.2
"234"	0.6	0
"235"	1	0
"236"	0	0
"237"	0.9	0
"238"	0	0.4
"239"	0	1
"240"	0	0
"241"	1	0
"242"	0	1
"243"	0	0.9
"244"	0.6	0
"245"	0.4	0
"246"	1	0
"247"	0	0
"248"	1	0
"249"	0	1
"250"	1	0.3
"251"	0	0
"252"	1	0.4
"253"	0	0
"254"	0	0
"255"	1	0
"256"	1	0
"257"	1	1
"258"	1	0
"259"	0	0
"260"	0	0
"261"	0.5	1
"262"	0.5	0
"263"	0	0
"264"	1	0.2
"265"	1	0.4
"266"	1	0.1
"267"	1	0
"268"	1	0.4
"269"	1	1
"270"	0	0.1
"271"	0	1
"272"	1	1
"273"	1	0.2
"274"	0.3	0
"275"	0	0
"276"	0	0.4
"277"	0	1
"278"	1	0
"279"	0	0
"280"	0	0.7
"281"	1	0
"282"	1	1
"283"	0	0.1
"284"	0.7	0
"285"	1	0.2
"286"	0	0
"287"	1	0.4
"288"	0	0
"289"	0.9	0
"290"	1	0
"291"	0	0
"292"	1	0.3
"293"	1	1
"294"	0	0
"295"	0.6	0.5
"296"	1	0
"297"	0.5	0
"298"	0.7	1
"299"	0.6	0
"300"	1	0
"301"	0	0
"302"	1	0
"303"	0.8	0.2
"304"	1	0
"305"	0.7	1
"306"	1	1
"307"	1	0
"308"	0	1
"309"	1	0
"310"	0.6	0
"311"	0	0
"312"	0.3	0
"313"	0	0.2
"314"	1	0
"315"	1	0
"316"	0	0
"317"	0	1
"318"	0	0
"319"	0	1
"320"	0.6	0
"321"	0	0
"322"	0	0
"323"	1	0
"324"	1	0
"325"	0	0.2
"326"	0.3	0.6
"327"	1	0.3
"328"	0	0
"329"	1	0
"330"	0	0.1
"331"	0.7	0
"332"	0	1
"333"	0.5	1
"334"	0.9	0.5
"335"	0.5	0
"336"	1	1
"337"	1	1
"338"	0	0
"339"	0.8	0
"340"	0	0
"341"	1	0.1
"342"	0.2	0
"343"	1	0.3
"344"	0	0
"345"	0.5	1
"346"	1	0
"347"	0	0
"348"	0	1
"349"	0	0
"350"	1	0.2
"351"	0.3	0
"352"	1	0
"353"	0.3	1
"354"	0	0
"355"	0.4	0
"356"	1	0
"357"	0	1
"358"	1	0.3
"359"	1	0
"360"	0.4	1
"361"	0	0
"362"	0	0.2
"363"	1	0
"364"	0	0
"365"	1	0
"366"	1	0.3
"367"	0.8	0.2
"368"	1	0.3
"369"	0	0
"370"	0	0.9
"371"	0.7	0
"372"	0	0.3
"373"	0	1
"374"	0	0
"375"	1	0
"376"	0	0.1
"377"	0.5	0
"378"	0	0
"379"	0	0
"380"	1	0.3
"381"	1	0
"382"	1	0
"383"	0	0
"384"	1	0
"385"	1	0.7
"386"	1	1
"387"	1	1
"388"	1	0
"389"	1	1
"390"	0	0
"391"	0	0
"392"	1	0
"393"	0	0.3
"394"	0	1
"395"	1	1
"396"	0.6	0.3
"397"	0.9	0.8
"398"	0	0
"399"	0.5	0
"400"	1	0
"401"	1	0
"402"	0	1
"403"	0.8	0.5
"404"	1	0
"405"	1	0.1
"406"	1	0
"407"	0.6	0
"408"	0.6	0
"409"	1	0
"410"	1	0.6
"411"	0.7	0
"412"	0.2	0
"413"	1	0
"414"	1	0
"415"	0	1
"416"	1	0
"417"	0.5	0
"418"	1	0.3
"419"	0	1
"420"	1	0
"421"	1	0
"422"	0.2	0
"423"	1	0.1
"424"	0	0
"425"	1	0
"426"	0.7	0.1
"427"	0.8	0
"428"	0.1	0.1
"429"	0	0
"430"	0	0
"431"	1	0.3
"432"	1	0.1
"433"	0.8	0
"434"	1	0
"435"	0.7	0
"436"	0.8	0
"437"	0	0
"438"	1	1
"439"	1	0
"440"	0.2	0.1
"441"	1	1
"442"	1	0.1
"443"	0.5	0
"444"	0.7	0
"445"	0	0
"446"	0.7	0
"447"	1	0.9
"448"	0	0
"449"	1	0
"450"	1	0
"451"	1	0
"452"	0	0
"453"	1	0
"454"	1	0
"455"	1	0
"456"	0.7	0
"457"	1	0.1
"458"	1	0
"459"	0.7	0.2
"460"	0.3	0
"461"	0.9	0
"462"	0	0
"463"	0	0
"464"	0.8	0.2
"465"	1	0
"466"	0.1	0.1
"467"	1	0
"468"	1	0
"469"	0	0
"470"	0.5	0
"471"	0.7	0
"472"	0.4	0
"473"	1	0
"474"	1	0.2
"475"	1	0
"476"	1	1
"477"	0.4	0.1
"478"	1	0
"479"	1	0
"480"	1	0
"481"	1	0
"482"	0	1
"483"	1	0
"484"	0.8	0.3
"485"	0	1
"486"	1	1
"487"	1	0
"488"	0	0
"489"	0	0
"490"	1	1
"491"	0.7	1
"492"	0.8	1
"493"	0.3	0.5
"494"	1	1
"495"	0.4	0
"496"	0	0
"497"	0.3	0
"498"	0	0.2
"499"	1	0
"500"	0.9	0
"501"	0.4	1
"502"	1	1
"503"	0.3	0
"504"	1	1
"505"	1	1
"506"	0	0.3
"507"	0.4	0
"508"	0	0.1
"509"	1	0.1
"510"	0.6	0.3
"511"	1	0.2
"512"	0.4	1
"513"	0	0
"514"	1	0
"515"	0	0
"516"	0.3	0.3
"517"	0	0
"518"	1	0
"519"	0.6	0
"520"	1	0
"521"	0	0
"522"	0	0
"523"	0.4	0.4
"524"	1	0
"525"	1	0.6
"526"	1	0
"527"	1	0.3
"528"	1	1
"529"	0.4	1
"530"	1	1
"531"	1	0.4
"532"	1	0
"533"	1	0.1
"534"	0.3	0
"535"	1	0.1
"536"	1	0
"537"	1	0
"538"	1	0.1
"539"	1	0
"540"	1	1
"541"	1	1
"542"	1	0
"543"	1	0.2
"544"	0	0
"545"	0.7	1
"546"	0	0
"547"	1	1
"548"	0.8	1
"549"	1	0.1
"550"	0.6	0
"551"	0	0.5
"552"	0.7	0
"553"	0	1
"554"	0.5	1
"555"	1	1
"556"	0	0
"557"	1	0
"558"	0.8	0
"559"	0.5	0
"560"	0	0
"561"	0.4	0
"562"	1	0.1
"563"	0.8	0.3
"564"	1	1
"565"	0.4	0
"566"	1	0
"567"	1	0.1
"568"	1	0.1
"569"	0.1	0.1
"570"	0.7	0
"571"	0.6	0
"572"	0	1
"573"	1	0
"574"	1	0
"575"	1	0
"576"	1	0
"577"	0.7	0
"578"	0.6	0
"579"	0	0
"580"	0.6	0
"581"	0	0
"582"	0.7	0
"583"	0	0.2
"584"	0	0.4
"585"	1	0.3
"586"	1	0
"587"	0	1
"588"	0	0.3
"589"	0	0
"590"	1	0
"591"	0	0
"592"	0	0
"593"	0.6	1
"594"	0	0.5
"595"	1	0
"596"	0.4	1
"597"	1	0.2
"598"	0.8	0.2
"599"	0	0.2
"600"	0	0.9
"601"	1	0
"602"	0	0
"603"	0	1
"604"	0	0.3
"605"	0	1
"606"	1	0
"607"	0	0
"608"	1	0
"609"	0	0
"610"	0	0
"611"	1	0
"612"	1	0
"613"	0.8	0.2
"614"	1	0
"615"	0	0
"616"	1	0
"617"	1	1
"618"	0.9	0
"619"	0.5	0.1
"620"	0.4	0.8
"621"	0.7	1
"622"	0.4	0
"623"	0.2	1
"624"	0	0
"625"	0.8	0.6
"626"	0.7	0
"627"	0	1
"628"	0.2	0
"629"	1	0.3
"630"	0	0
"631"	1	0
"632"	1	0
"633"	0.8	0
"634"	0	0
"635"	1	0
"636"	0	0.3
"637"	0	0
"638"	1	0
"639"	1	0.2
"640"	0	0
"641"	0	0
"642"	1	0.8
"643"	0.7	0
"644"	0	0
"645"	0	0
"646"	0	0
"647"	1	0
"648"	1	0
"649"	1	0.3
"650"	1	1
"651"	0.5	1
"652"	0	0.6
"653"	0.5	1
"654"	0.8	1
"655"	0	1
"656"	0	1
"657"	1	0.8
"658"	0	1
"659"	1	1
"660"	1	0.2
"661"	1	0.1
"662"	1	0
"663"	0	1
"664"	0	0.1
"665"	0	1
"666"	0.4	0.3
"667"	0	0
"668"	1	0
"669"	0	1
"670"	0	1
"671"	0	0
"672"	0	0.1
"673"	0.9	0
"674"	0	0.9
"675"	0.3	0
"676"	1	0
"677"	1	0
"678"	0	1
"679"	1	1
"680"	0	1
"681"	0.6	0
"682"	0.4	0
"683"	1	0
"684"	0	0.1
"685"	0	0.5
"686"	0.6	0
"687"	0	0.8
"688"	0.6	0.5
"689"	1	0.1
"690"	0.5	0.3
"691"	1	1
"692"	0.7	1
"693"	1	0
"694"	1	0.6
"695"	0.5	0.1
"696"	0	0
"697"	0	0
"698"	1	0
"699"	0.7	0
"700"	0	0
"701"	0.8	1
"702"	1	0.1
"703"	0	0
"704"	0.7	0
"705"	0.3	0
"706"	1	0
"707"	1	0
"708"	0	0.1
"709"	0.3	0
"710"	0	0.7
"711"	0.5	0
"712"	1	1
"713"	0.5	1
"714"	0	0
"715"	1	0
"716"	1	1
"717"	1	1
"718"	1	0
"719"	0.4	0
"720"	1	0
"721"	0	0
"722"	0	0
"723"	0	0
"724"	0	0
"725"	1	0
"726"	0	0
"727"	0	0
"728"	0.9	0
"729"	0.3	0
"730"	0	0
"731"	0	0.2
"732"	0.4	0.8
"733"	0	0
"734"	0.9	0
"735"	1	0
"736"	0	0
"737"	0.5	0
"738"	1	0
"739"	1	0
"740"	0	0
"741"	0	0
"742"	0	0.2
"743"	0.3	0
"744"	0	0
"745"	0	0
"746"	0	0
"747"	0	1
"748"	0	1
"749"	1	0
"750"	0	0
"751"	0	0
"752"	0.6	0
"753"	0	0.6
"754"	1	0
"755"	0	0
"756"	0	0
"757"	0	0
"758"	1	0
"759"	1	1
"760"	0.6	1
"761"	1	0.1
"762"	0	0
"763"	0	0.2
"764"	0	0
"765"	0	0
"766"	0.3	0
"767"	0.5	1
"768"	0	1
"769"	0.4	0.3
"770"	0	0
"771"	1	1
"772"	1	0.7
"773"	0.1	0
"774"	0.7	0
"775"	1	0
"776"	1	0
"777"	0.7	0.7
"778"	0.4	1
"779"	0.7	0
"780"	0.7	1
"781"	0	1
"782"	1	1
"783"	0.9	0
"784"	1	0.3
"785"	0	1
"786"	0.2	0.1
"787"	1	1
"788"	0.7	0
"789"	0.8	0
"790"	1	0
"791"	1	1
"792"	1	0
"793"	0	0.1
"794"	0.3	1
"795"	0	1
"796"	1	1
"797"	1	0
"798"	0.2	0
"799"	0	0
"800"	1	0
"801"	0	0
"802"	1	0.2
"803"	1	1
"804"	0	1
"805"	1	0
"806"	1	0
"807"	0	0
"808"	1	1
"809"	0.7	0
"810"	0	0.3
"811"	0	1
"812"	0	0.2
"813"	0.7	0
"814"	0	0
"815"	0	0
"816"	1	0
"817"	0	0
"818"	0	1
"819"	1	1
"820"	0	0
"821"	0.3	0
"822"	0	0
"823"	0	0.3
"824"	0	1
"825"	0	0
"826"	1	0.5
"827"	0	0
"828"	0.5	0
"829"	0.5	0
"830"	0	0.1
"831"	1	1
"832"	0	0
"833"	0	0
"834"	0	0
"835"	0.5	0.5
"836"	0.3	0
"837"	1	0
"838"	0	0
"839"	0	0.1
"840"	0	0
"841"	0	0
"842"	0	0
"843"	1	1
"844"	0.4	0
"845"	0	1
"846"	0	0
"847"	0.9	0.2
"848"	0	0.9
"849"	1	1
"850"	0	0
"851"	0.4	1
"852"	0	0
"853"	1	0.4
"854"	0	0
"855"	1	0
"856"	0	0
"857"	0.6	0
"858"	0.6	0
"859"	0.9	0
"860"	0.6	0
"861"	0.5	0.2
"862"	0	0
"863"	1	0
"864"	1	0
"865"	1	0
"866"	1	0.4
"867"	0	0.3
"868"	0	0.2
"869"	1	1
"870"	0.7	1
"871"	1	0
"872"	1	0
"873"	0.6	0.2
"874"	0	0
"875"	1	0
"876"	1	0
"877"	0.5	0.1
"878"	1	0
"879"	0	0.6
"880"	1	0.1
"881"	1	0
"882"	1	0
"883"	1	0
"884"	1	0.1
"885"	0	0
"886"	0	1
"887"	1	0
"888"	1	1
"889"	0	0
"890"	0	0.1
"891"	0.6	0
"892"	0.3	0
"893"	0.6	0
"894"	1	1
"895"	0	1
"896"	0	0
"897"	1	1
"898"	0	0
"899"	1	0
"900"	0	1
"901"	1	0
"902"	1	0
"903"	0.6	0
"904"	1	1
"905"	1	0
"906"	0	0
"907"	0	0
"908"	0	0
"909"	0	0
"910"	0	0
"911"	1	0
"912"	0	0.3
"913"	1	0.3
"914"	0	0.6
"915"	0	0
"916"	1	0
"917"	0	0
"918"	0	0
"919"	0	0
"920"	1	1
"921"	0.5	0
"922"	1	0.9
"923"	1	0
"924"	1	0.2
"925"	1	0.2
"926"	0	0.1
"927"	0	0
"928"	1	1
"929"	1	0
"930"	0	0
"931"	1	1
"932"	0	0
"933"	0	0
"934"	0.9	0.1
"935"	0.5	0.2
"936"	1	0.3
"937"	0	1
"938"	0.3	0.1
"939"	0.9	0
"940"	0	0.4
"941"	0	1
"942"	1	0.1
"943"	1	0
"944"	1	0.5
"945"	0	0
"946"	1	1
"947"	0.5	1
"948"	0	0
"949"	1	0
"950"	0.3	1
"951"	0.6	1
"952"	0	1
"953"	1	0
"954"	0.6	0
"955"	0.2	0
"956"	0	0
"957"	0	0.4
"958"	0.4	0.2
"959"	0	1
"960"	1	0.2
"961"	0.7	0
"962"	1	0.1
"963"	0	0.4
"964"	1	0.7
"965"	0.3	0
"966"	0.8	0
"967"	0.3	0
"968"	0	0
"969"	0.5	0
"970"	1	1
"971"	1	0.2
"972"	0	1
"973"	1	0
"974"	1	0.3
"975"	0	0.4
"976"	0.4	0
"977"	1	0
"978"	1	0
"979"	0	0.4
"980"	1	1
"981"	0	0
"982"	0	0.5
"983"	1	0
"984"	1	0
"985"	1	0
"986"	0	0.6
"987"	0	0
"988"	1	0
"989"	0	0
"990"	0	0
"991"	0	0
"992"	0	1
"993"	0	0.4
"994"	0.3	0
"995"	0.6	0
"996"	1	1
"997"	1	0
"998"	0.9	0
"999"	0	0
"1000"	0	0
"1001"	0	0
"1002"	1	0
"1003"	0.6	0.3
"1004"	0.6	0.3
"1005"	1	0.1
"1006"	0	0.3
"1007"	0.2	0
"1008"	0.9	0
"1009"	0.7	0
"1010"	0	0.3
"1011"	0	1
"1012"	1	0.8
"1013"	0	0
"1014"	0.6	1
"1015"	1	0
"1016"	0	0
"1017"	0.5	0.7
"1018"	0.6	0
"1019"	0	0
"1020"	0	0.2
"1021"	0.8	0.5
"1022"	0	0
"1023"	1	0.1
"1024"	0.1	0
"1025"	0	0
"1026"	0.6	0
"1027"	0.6	0
"1028"	0.5	0
"1029"	1	1
"1030"	1	0
"1031"	0	0
"1032"	1	1
"1033"	0.3	0.1
"1034"	1	0
"1035"	1	0.1
"1036"	0.4	1
"1037"	0.5	1
"1038"	1	0
"1039"	1	0
"1040"	0	0.2
"1041"	1	0.2
"1042"	1	0
"1043"	1	1
"1044"	0	0
"1045"	0	0
"1046"	0	0
"1047"	0.6	0
"1048"	0.2	0
"1049"	1	0
"1050"	0	0
"1051"	1	0
"1052"	0.7	0
"1053"	0.6	0
"1054"	1	0
"1055"	1	0
"1056"	0	0.2
"1057"	1	0
"1058"	0	0
"1059"	0.8	0
"1060"	0	1
"1061"	1	1
"1062"	0.5	0
"1063"	1	0
"1064"	1	0.1
"1065"	1	1
"1066"	1	1
"1067"	0	0
"1068"	0	0
"1069"	0.8	0
"1070"	0.1	0.2
"1071"	0	0
"1072"	0	1
"1073"	0.4	0
"1074"	0.5	0.6
"1075"	1	1
"1076"	1	0
"1077"	0	1
"1078"	0	0
"1079"	0	0
"1080"	0.2	0
"1081"	0	0.4
"1082"	1	1
"1083"	0.4	0
"1084"	0	0
"1085"	0.9	0.3
"1086"	1	0
"1087"	1	1
"1088"	1	0
"1089"	1	0.1
"1090"	1	1
"1091"	0	1
"1092"	0.8	0.3
"1093"	0.6	0
"1094"	1	0
"1095"	0	0.3
"1096"	0	0
"1097"	0.8	0
"1098"	0	0.9
"1099"	0.9	0
"1100"	0	0.4
"1101"	0.7	0
"1102"	0	0
"1103"	0	0
"1104"	1	0
"1105"	1	0
"1106"	1	1
"1107"	1	1
"1108"	1	0
"1109"	1	0
"1110"	0.7	0
"1111"	1	0.3
"1112"	1	1
"1113"	1	0
"1114"	0	0
"1115"	1	0.4
"1116"	0.5	0
"1117"	0	1
"1118"	0.5	0
"1119"	1	0
"1120"	0	0
"1121"	0.5	0
"1122"	0	1
"1123"	0.8	0
"1124"	1	1
"1125"	0	1
"1126"	1	0
"1127"	1	0
"1128"	1	0
"1129"	0.3	0.1
"1130"	0.6	0
"1131"	0	0
"1132"	0	0.3
"1133"	0	1
"1134"	1	0.8
"1135"	0	0
"1136"	0	0.5
"1137"	1	0
"1138"	0	1
"1139"	0	0
"1140"	0	0
"1141"	0	0.2
"1142"	1	0
"1143"	1	0
"1144"	1	0
"1145"	1	0.1
"1146"	0	0
"1147"	1	0
"1148"	1	0
"1149"	1	0
"1150"	1	0.1
"1151"	0	0
"1152"	0.4	0
"1153"	0.5	0
"1154"	1	0.3
"1155"	1	0
"1156"	1	0.9
"1157"	0.4	1
"1158"	1	0.5
"1159"	1	0
"1160"	0	0
"1161"	0	0
"1162"	0	0
"1163"	0	0.2
"1164"	1	0
"1165"	1	0
"1166"	0.9	0
"1167"	1	0.7
"1168"	0.6	0.4
"1169"	1	0.1
"1170"	0.7	0.2
"1171"	0	0
"1172"	0	0.2
"1173"	1	0
"1174"	0.6	0
"1175"	1	0.1
"1176"	1	0
"1177"	0.3	0.1
"1178"	1	1
"1179"	1	0
"1180"	1	0.1
"1181"	0	0
"1182"	0	0
"1183"	0	1
"1184"	1	1
"1185"	0	0
"1186"	0	0
"1187"	1	0
"1188"	0	0
"1189"	0.3	0
"1190"	0	0.6
"1191"	1	0
"1192"	0.6	0.2
"1193"	1	0
"1194"	0	0.7
"1195"	1	0
"1196"	0	0.3
"1197"	0.7	1
"1198"	1	1
"1199"	0	0.2
"1200"	0	0
"1201"	0	0
"1202"	1	0
"1203"	1	1
"1204"	0	0
"1205"	0.9	0
"1206"	0	0
"1207"	0.5	1
"1208"	1	0.1
"1209"	1	0.8
"1210"	0.4	1
"1211"	0	1
"1212"	0.8	0
"1213"	0	0
"1214"	1	0
"1215"	0.6	0
"1216"	0	0
"1217"	0.4	0
"1218"	0	0
"1219"	0	0.3
"1220"	0.2	0
"1221"	0.4	0
"1222"	0	0
"1223"	0	0
"1224"	0	1
"1225"	0.6	1
"1226"	1	0
"1227"	0.9	1
"1228"	1	0
"1229"	1	1
"1230"	1	0
"1231"	1	0
"1232"	0	0
"1233"	0.2	0
"1234"	0.7	0
"1235"	1	1
"1236"	0	0.3
"1237"	0	0.3
"1238"	1	0.2
"1239"	1	1
"1240"	0.6	1
"1241"	0	0.2
"1242"	0.5	0
"1243"	0	0.4
"1244"	0.6	0
"1245"	0	0
"1246"	0	1
"1247"	1	0
"1248"	0	0
"1249"	0	0
"1250"	0	0
"1251"	0.5	0.4
"1252"	1	0
"1253"	0	0
"1254"	0.7	0
"1255"	0	0.4
"1256"	0	0
"1257"	0	0.2
"1258"	0	0
"1259"	0	1
"1260"	1	0
"1261"	0	0
"1262"	1	0.1
"1263"	0	0
"1264"	0	1
"1265"	0	0
"1266"	0	0
"1267"	0.7	0
"1268"	0	0.2
"1269"	1	0.2
"1270"	0.2	0
"1271"	0.5	0
"1272"	0	1
"1273"	0.4	1
"1274"	0	0
"1275"	0.2	0
"1276"	0	0
"1277"	0	1
"1278"	0	0
"1279"	0.7	0
"1280"	0	1
"1281"	1	1
"1282"	1	1
"1283"	0.2	1
"1284"	0.5	0.6
"1285"	0.7	0
"1286"	0	0.3
"1287"	0	1
"1288"	0.6	0
"1289"	0.7	1
"1290"	1	0
"1291"	0.4	1
"1292"	0	0
"1293"	1	0
"1294"	1	0
"1295"	0.7	1
"1296"	1	0.4
"1297"	1	0
"1298"	0	1
"1299"	0.2	0.4
"1300"	1	0.1
"1301"	1	0
"1302"	0	1
"1303"	0	0
"1304"	0	0
"1305"	1	0
"1306"	1	0.2
"1307"	0	0
"1308"	1	1
"1309"	0	0.7
"1310"	0	0.1
"1311"	0.7	0
"1312"	1	0
"1313"	0	0
"1314"	0.4	0
"1315"	1	0
"1316"	0.9	0.2
"1317"	0	0
"1318"	0.2	0
"1319"	0.5	0
"1320"	0.6	0
"1321"	1	1
"1322"	0	0
"1323"	0	0
"1324"	0.2	0.9
"1325"	0.5	0
"1326"	0	0
"1327"	0	0
"1328"	0.6	0.1
"1329"	0.4	1
"1330"	1	0
"1331"	1	1
"1332"	0.7	0
"1333"	0	0
"1334"	0.6	0
"1335"	0	0
"1336"	1	0.1
"1337"	1	0
"1338"	1	0
"1339"	0	1
"1340"	1	1
"1341"	0	0
"1342"	0	0
"1343"	0.8	0
"1344"	0	1
"1345"	1	0
"1346"	0	0
"1347"	0	0
"1348"	1	0.2
"1349"	1	0
"1350"	1	0
"1351"	0	0
"1352"	0	0.2
"1353"	0.6	1
"1354"	1	0.2
"1355"	0.4	1
"1356"	0	0
"1357"	1	0
"1358"	1	0.1
"1359"	0	1
"1360"	0	0.1
"1361"	1	0
"1362"	0	1
"1363"	0.7	0.1
"1364"	1	1
"1365"	0	0.1
"1366"	0	0
"1367"	0	1
"1368"	0	0.1
"1369"	1	0
"1370"	0	0.2
"1371"	0.7	1
"1372"	0	0
"1373"	0	0
"1374"	1	0
"1375"	1	0.2
"1376"	1	0
"1377"	0.8	0
"1378"	0.5	0
"1379"	0.4	0
"1380"	1	0
"1381"	0	0
"1382"	0	0
"1383"	0	0
"1384"	0.6	0
"1385"	0.6	1
"1386"	1	0.1
"1387"	1	0.3
"1388"	1	0.2
"1389"	1	0
"1390"	0.6	0
"1391"	1	0.7
"1392"	0.6	0
"1393"	0	0
"1394"	0	0
"1395"	0	0.2
"1396"	0.3	0
"1397"	0.4	0
"1398"	1	0
"1399"	0.9	0
"1400"	0.5	0.2
"1401"	0.6	0
"1402"	0.2	0
"1403"	1	0
"1404"	1	0.1
"1405"	0	0.1
"1406"	0.6	0
"1407"	0.8	0
"1408"	0.6	0
"1409"	0.2	1
"1410"	0.6	0
"1411"	0	0
"1412"	0	0
"1413"	0	0
"1414"	0.5	0
"1415"	0	0
"1416"	0	0
"1417"	0	0.1
"1418"	0	0.2
"1419"	1	0
"1420"	1	0.1
"1421"	0.5	0
"1422"	1	0
"1423"	1	0.1
"1424"	0.5	0
"1425"	1	0
"1426"	0	0
"1427"	1	0
"1428"	0.3	0
"1429"	0	0.1
"1430"	1	1
"1431"	1	0.1
"1432"	0.4	1
"1433"	1	0.3
"1434"	0	0
"1435"	0	0
"1436"	0	0
"1437"	1	0
"1438"	0	0
"1439"	0.4	0.8
"1440"	1	0
"1441"	0.7	0
"1442"	1	0
"1443"	1	1
"1444"	0.4	0.1
"1445"	1	0.2
"1446"	1	0
"1447"	0.6	0
"1448"	0	1
"1449"	1	0.3
"1450"	0	0.2
"1451"	1	0.1
"1452"	0.8	0
"1453"	0	0
"1454"	0	0.4
"1455"	0	0.1
"1456"	0	0
"1457"	0	0
"1458"	0	0
"1459"	0.3	0
"1460"	1	1
"1461"	1	0.4
"1462"	0.6	0
"1463"	0.5	0.3
"1464"	1	0.2
"1465"	1	0.2
"1466"	1	0
"1467"	0	0
"1468"	0	0.9
"1469"	0.2	0
"1470"	0.5	0
"1471"	0.8	0
"1472"	1	1
"1473"	0	0
"1474"	1	0
"1475"	0	0
"1476"	1	1
"1477"	0	0
"1478"	1	0.1
"1479"	1	0
"1480"	0	0
"1481"	1	0
"1482"	0	0
"1483"	0.7	0.2
"1484"	0	0
"1485"	1	0
"1486"	0.7	0
"1487"	0.7	1
"1488"	1	0
"1489"	0	0.2
"1490"	0.4	0.9
"1491"	0.3	1
"1492"	0	0
"1493"	1	0.5
"1494"	0.3	0
"1495"	0.3	1
