"b.1"	"b.2"
"1"	-3.76702718583628	24.4136462889459
"2"	-0.861282923595782	1.26709117244432
"3"	-0.785534089555031	1.16691959044953
"4"	-0.821301736647929	1.25020914503084
"5"	-0.827654667789829	1.21480897190612
"6"	-0.79238026599925	1.22055047872609
"7"	-0.910119991740104	1.29936464700733
"8"	-0.726744947784511	1.09026617162922
"9"	-0.826028427440964	1.14014139669243
"10"	-0.806964667663992	1.18265879471686
"11"	-0.760666196664565	1.08032095005704
"12"	2.9033116637805	-4.38414568375488
"13"	-0.340071611829184	-0.449303505947896
"14"	-0.425388555325367	-0.33676261412271
"15"	-0.24878360031333	-0.54286670238236
"16"	-0.356277452370039	-0.393461596720537
"17"	-0.322069215698581	-0.418560485220598
"18"	-0.270817664159416	-0.515156224875517
"19"	-0.301879452687639	-0.47417011277728
"20"	-0.277394622559251	-0.481198726696633
"21"	-0.39514070483375	-0.342205683253956
"22"	-0.384185901564269	-0.359870287739554
