"pip.1"	"pip.2"
"161"	0.1	0.325
"162"	0.375	0
"163"	0.425	0.4
"164"	1	0.2
"165"	0.575	0.625
"166"	0.425	0.775
"167"	0.575	0
"168"	0.4	0.95
"169"	0.225	0
"170"	0.375	0.175
"171"	0.975	0.025
"172"	0.15	0.025
"173"	0.875	0.375
"174"	0.35	0.275
"175"	0.9	0.25
"176"	0.6	1
"177"	0.35	1
"178"	0.45	0.75
"179"	0.075	0.125
"180"	1	0
"181"	0.325	0.875
"182"	0.45	0.325
"183"	0.4	0.5
"184"	0.475	0.275
"185"	0.55	0.25
"186"	1	0.1
"187"	0.4	0
"188"	0.45	0.4
"189"	0.975	0.5
"190"	0.45	0.225
"191"	0.3	0.1
"192"	0.65	0.125
"193"	0.35	0.675
"194"	1	0
"195"	0.45	0.4
"196"	0.425	0
"197"	0.775	0.675
"198"	0.375	0
"199"	0.3	0.35
"200"	0.25	0.35
"201"	1	0.325
"202"	0.35	0.225
"203"	0.4	0
"204"	0.175	0.25
"205"	0.475	0.725
"206"	1	1
"207"	0	0.35
"208"	0.425	0.2
"209"	0.075	0.075
"210"	0.45	0.125
"211"	0.45	0
"212"	0.125	0.075
"213"	0.75	0.1
"214"	0.7	0.075
"215"	1	1
"216"	0.525	0
"217"	0.425	0.15
"218"	0.75	0
"219"	0.575	0.5
"220"	0.15	0.375
"221"	0.675	0.325
"222"	0.375	0.4
"223"	0.325	0
"224"	0.525	0
"225"	0.525	0.425
"226"	0.725	0.45
"227"	0.55	0.05
"228"	0.175	0.3
"229"	0.375	0
"230"	0.575	0.1
"231"	0.475	0.2
"232"	0.525	0.075
"233"	0.825	0
"234"	0.425	0.175
"235"	0.35	0
"236"	0	0.175
"237"	0.4	1
"238"	0	0.075
"239"	0.4	0.3
"240"	0.55	0.225
"241"	0.5	0.2
"242"	0.05	0
"243"	0.35	0
"244"	0.475	0.275
"245"	0.9	0.225
"246"	0.55	0
"247"	0.25	0
"248"	0.575	0.425
"249"	0.575	1
"250"	0.475	0.375
"251"	0.15	0
"252"	0.975	0.1
"253"	0.05	0
"254"	0	0.2
"255"	0.4	0.225
"256"	0.65	0.275
"257"	0.375	0.575
"258"	1	0.725
"259"	0	0
"260"	0.45	0.775
"261"	0.6	0.15
"262"	0.5	0.975
"263"	0.75	0
"264"	1	0.775
"265"	0.95	0.375
"266"	0.4	0.025
"267"	0.375	0.35
"268"	0.9	0.95
"269"	0.9	0.7
"270"	0.3	0.125
"271"	0.575	0.2
"272"	0.575	1
"273"	0.675	0
"274"	0.525	1
"275"	0.1	0.325
"276"	0.4	0.25
"277"	0.475	0.35
"278"	0.375	0.125
"279"	0.425	0.175
"280"	0	0
"281"	1	0
"282"	0.475	0.35
"283"	0.675	0.925
"284"	0.05	0.5
"285"	0.375	0.4
"286"	0	0
"287"	0.75	0.05
"288"	0	0
"289"	0.425	0.1
"290"	0.425	0
"291"	0.425	0.825
"292"	0.675	0.625
"293"	0.325	0.125
"294"	0.125	0.35
"295"	0.5	1
"296"	0.575	0.1
"297"	0.475	1
"298"	0.725	0.25
"299"	0.45	0.05
"300"	0.65	0.675
"301"	0.475	1
"302"	0.775	0
"303"	0.35	0.05
"304"	0.575	0.025
"305"	0.5	1
"306"	0.5	0.075
"307"	0.975	0.225
"308"	0.775	0
"309"	0.5	0.225
"310"	0.55	0.125
"311"	0	0
"312"	0.475	0.175
"313"	0.275	0.25
"314"	0.625	0.05
"315"	0.575	0.975
"316"	0	0
"317"	0.025	0.325
"318"	0.125	0.175
"319"	0.3	0
"320"	0.675	0
"321"	0.55	0.85
"322"	0.475	0.325
"323"	0.325	0.45
"324"	0.3	0
"325"	0	0.1
"326"	0.45	0
"327"	0.95	0.275
"328"	0.25	0.05
"329"	0.95	0.75
"330"	0.475	0.825
"331"	0.525	0.175
"332"	0.3	0.15
"333"	0.5	0
"334"	0.55	0.15
"335"	0.325	0
"336"	0.95	0.25
"337"	0.75	0.275
"338"	0	1
"339"	0.55	0.15
"340"	0.275	0.325
"341"	0.45	0
"342"	0.025	0.575
"343"	0.35	0.3
"344"	0	0
"345"	0.575	0.325
"346"	0.25	0
"347"	0	1
"348"	0.525	1
"349"	0.325	0.1
"350"	1	0.175
"351"	0.425	0.65
"352"	0.55	0.175
"353"	0.4	0.125
"354"	0.425	0.975
"355"	0.25	1
"356"	0.55	0.55
"357"	0.025	0.275
"358"	0.75	0.1
"359"	0.55	0
"360"	0.275	0.55
"361"	0.475	0.15
"362"	0.025	0
"363"	0.45	1
"364"	0.325	0
"365"	0.45	0.125
"366"	0.575	0.15
"367"	0.45	0.75
"368"	1	0.325
"369"	0.45	0.375
"370"	0.075	0
"371"	0.45	0.075
"372"	0.375	0.125
"373"	0.175	0
"374"	0.575	0.425
"375"	0.875	0
"376"	0.425	0.225
"377"	0.6	0.525
"378"	0.5	0.15
"379"	0.275	0
"380"	0.775	0.35
"381"	0.55	0.3
"382"	1	0.25
"383"	0.625	0.375
"384"	0.4	0.725
"385"	1	0.675
"386"	0.45	0.2
"387"	0.7	0
"388"	0.575	0
"389"	1	0.125
"390"	0.225	0
"391"	0.4	0.225
"392"	0.95	0.35
"393"	0.2	0.4
"394"	0	0.275
"395"	0.55	0
"396"	0.5	0.1
"397"	0.475	0.275
"398"	0.4	0.475
"399"	0.525	0.525
"400"	0.55	0
"401"	1	0.1
"402"	0	1
"403"	0.65	0.275
"404"	0.925	0.075
"405"	0.3	0.1
"406"	0.275	0.025
"407"	0.375	0.325
"408"	0.475	0.15
"409"	0.45	1
"410"	0.975	0.3
"411"	0.25	0.2
"412"	0.6	0
"413"	0.4	0.725
"414"	0.65	0
"415"	0.05	0.15
"416"	0.7	0.25
"417"	0.475	0.675
"418"	0.5	0.4
"419"	0.25	0.2
"420"	0.6	0.05
"421"	0.275	0
"422"	0.55	0.95
"423"	0.5	0.4
"424"	0.45	0
"425"	0.4	0.2
"426"	0.375	0.15
"427"	0.45	0
"428"	0.475	0.1
"429"	0.475	0.875
"430"	0.2	0.325
"431"	0.5	0.05
"432"	0.075	1
"433"	0.475	0.05
"434"	0.275	0
"435"	0.6	0.275
"436"	1	0
"437"	0.375	0
"438"	0.625	0.175
"439"	0.325	0.2
"440"	0.725	0.375
"441"	0.15	0.3
"442"	0.525	0.3
"443"	0.45	0
"444"	0.35	0.275
"445"	0.325	0.3
"446"	0.35	0.825
"447"	1	0.1
"448"	0.175	0.475
"449"	0.425	0.275
"450"	0.75	0.1
"451"	0.4	0.55
"452"	0.375	0.125
"453"	0.975	0.6
"454"	0.6	1
"455"	0.725	0.025
"456"	0.525	0.075
"457"	0.5	0.4
"458"	0.525	0.2
"459"	0.275	0
"460"	0.4	0.4
"461"	0.4	1
"462"	0.425	0.175
"463"	0.45	0
"464"	0.9	0.2
"465"	0.425	0.325
"466"	0.4	0
"467"	0.575	0.25
"468"	0.525	0.225
"469"	0.175	0
"470"	0.45	0.25
"471"	0.5	0.05
"472"	0	0.25
"473"	0.7	0.4
"474"	0.65	0.15
"475"	0.575	0.175
"476"	0.475	0.4
"477"	0.55	0.3
"478"	0.75	0.55
"479"	0.975	0.725
"480"	1	0
"481"	0.45	1
"482"	0.65	0
"483"	1	0.225
"484"	0.2	0.3
"485"	0.25	0.05
"486"	1	0.125
"487"	0.7	0.025
"488"	0.55	0.325
"489"	0	0.35
"490"	0.4	0.1
"491"	0.45	0
"492"	0.5	0.175
"493"	0.65	1
"494"	1	1
"495"	0.625	0.35
"496"	0	0
"497"	0.625	0.1
"498"	0.25	0.35
"499"	1	0.15
"500"	0.475	0.3
"501"	0.475	0.65
"502"	1	1
"503"	0.475	0.525
"504"	0.775	0.65
"505"	0.9	0.325
"506"	0.325	0
"507"	0.525	0.375
"508"	0.45	0.875
"509"	0.375	0.225
"510"	0.35	0.85
"511"	0.575	0.475
"512"	0.525	0.4
"513"	0.075	0.5
"514"	0.175	0.05
"515"	0.175	0.225
"516"	0.65	0
"517"	0.05	0.35
"518"	0.85	0.5
"519"	0.4	0.375
"520"	0.4	0.05
"521"	0.3	0.45
"522"	0.175	0.575
"523"	0.275	0
"524"	1	1
"525"	1	0.2
"526"	0.575	0.15
"527"	0.55	1
"528"	1	0.325
"529"	0.675	1
"530"	0.475	0
"531"	0.5	0.1
"532"	0.775	0.3
"533"	0.5	0.075
"534"	0.5	0.15
"535"	0.675	0
"536"	0.975	0.925
"537"	0.375	0.3
"538"	0.475	0.525
"539"	0.5	0.325
"540"	0.55	0
"541"	0.95	0
"542"	1	0.375
"543"	0.525	0.55
"544"	0.1	0.15
"545"	0.475	0.95
"546"	0.025	0.3
"547"	0.1	0.2
"548"	0.725	0.275
"549"	0.6	0.8
"550"	0.925	0.275
"551"	0.225	0.35
"552"	0.45	0.225
"553"	0.575	0
"554"	0.325	0
"555"	0.675	0
"556"	0	0
"557"	0.675	0
"558"	0.35	0.3
"559"	0.325	0.4
"560"	0.55	1
"561"	0.5	0.075
"562"	0.7	0.05
"563"	0.5	0.05
"564"	0.55	0
"565"	0.5	0.525
"566"	1	1
"567"	1	0.55
"568"	0.525	0
"569"	0.475	0.225
"570"	0.525	0.875
"571"	0.325	1
"572"	0.4	0.325
"573"	0.275	0.1
"574"	0.1	0.525
"575"	0.425	0.175
"576"	0.475	0
"577"	0.3	0.175
"578"	0.6	0.275
"579"	0.3	0.325
"580"	0.375	0.175
"581"	0	0.325
"582"	0.3	0.125
"583"	0.55	0.125
"584"	0.275	0.225
"585"	0.375	0
"586"	0.75	0.9
"587"	0.6	0.7
"588"	0.475	0.025
"589"	0.5	0.1
"590"	0.425	0.45
"591"	0.525	0
"592"	0.25	0.35
"593"	0.575	0.2
"594"	0.325	0.425
"595"	0.5	0.175
"596"	0.575	0.2
"597"	0.65	1
"598"	1	0.075
"599"	0	0.3
"600"	0.05	0
"601"	0.4	0.225
"602"	0.375	0.4
"603"	0.125	0
"604"	0	0.525
"605"	0.475	0.8
"606"	0.925	0.25
"607"	0.025	0.15
"608"	0.025	0
"609"	0.25	0.325
"610"	0	0.1
"611"	0.45	0.8
"612"	0.475	0
"613"	0.825	0.475
"614"	0.925	0
"615"	0	0.1
"616"	0.3	0.275
"617"	1	0.35
"618"	0.525	0
"619"	0.325	0.05
"620"	0.725	0.425
"621"	0.325	0.225
"622"	0.5	0.575
"623"	0.5	0.025
"624"	0	0
"625"	0	0.025
"626"	0.425	0.125
"627"	0.45	0.275
"628"	0.325	0.125
"629"	0.5	0
"630"	0.35	0
"631"	0.725	0
"632"	0.525	0
"633"	0	0.025
"634"	0.45	0
"635"	0.55	0.2
"636"	0	0.825
"637"	0.375	0.2
"638"	1	0.1
"639"	0.475	0
"640"	0.45	0.2
"641"	0.4	0.3
"642"	0.6	0.025
"643"	0.475	0
"644"	0.425	0.025
"645"	0.475	0.125
"646"	0.275	0
"647"	0.6	0.25
"648"	0.575	0.325
"649"	0.825	0.1
"650"	0.775	0.1
"651"	0.55	0.275
"652"	0	0.075
"653"	0.5	0.05
"654"	0.425	0.025
"655"	0.15	0.1
"656"	0.075	1
"657"	0.425	0.925
"658"	0.25	0.525
"659"	0.6	0
"660"	0.35	0.425
"661"	0.825	0
"662"	0.575	0.675
"663"	0.1	1
"664"	0.65	0.85
"665"	0.55	0.125
"666"	0.625	0.375
"667"	0.4	0.175
"668"	0.375	0.675
"669"	0.6	0.35
"670"	0.55	0.075
"671"	0.175	0.225
"672"	0	0
"673"	0.5	0.875
"674"	0.1	0
"675"	0.325	0.075
"676"	0.9	0.025
"677"	0.2	0.225
"678"	0.625	0
"679"	0.625	0.725
"680"	0.525	0.25
"681"	0.675	0.15
"682"	0.6	0
"683"	0.575	0.1
"684"	0.425	0.275
"685"	0.1	0.275
"686"	0.5	0.45
"687"	0.525	0
"688"	0.2	0.15
"689"	0.65	0.1
"690"	0.425	0
"691"	0.5	0.15
"692"	0.3	0.5
"693"	0.075	0.2
"694"	0.475	0.075
"695"	0.85	0.425
"696"	0.65	0.375
"697"	0.375	0
"698"	1	1
"699"	0	1
"700"	0.25	0.9
"701"	0.65	0.125
"702"	1	0
"703"	0.55	0.025
"704"	0.25	0.975
"705"	0.4	0.35
"706"	0.625	0.25
"707"	0.6	0.275
"708"	0.325	0.525
"709"	0.075	0.25
"710"	0	0
"711"	0.525	0.2
"712"	1	0.425
"713"	0.45	0.5
"714"	0.15	0.65
"715"	0.425	0
"716"	0.525	0.45
"717"	0.45	0.15
"718"	0.975	0.125
"719"	0.175	0.3
"720"	0.925	0.2
"721"	0.325	0.025
"722"	0.225	1
"723"	0.725	0.4
"724"	0.55	0.575
"725"	0.375	0.05
"726"	0.475	0.325
"727"	0.55	0.95
"728"	0.35	0.175
"729"	0.075	0.175
"730"	0	0.75
"731"	0.525	0.4
"732"	0.55	0.025
"733"	0.475	0
"734"	0.325	0.15
"735"	0.925	0.175
"736"	0	0.35
"737"	0.425	0.05
"738"	0.2	0.1
"739"	0.75	0.225
"740"	0.375	0.225
"741"	0.775	0.625
"742"	0.475	0
"743"	0.625	0.3
"744"	0.45	0.225
"745"	0.45	0
"746"	0.4	0.1
"747"	0.2	0
"748"	0.2	0.425
"749"	0.4	0
"750"	0.775	0.6
"751"	0.325	0
"752"	0.575	0.075
"753"	0.6	1
"754"	0.65	0.65
"755"	0.45	1
"756"	0.675	0.05
"757"	0.725	0.375
"758"	1	0.85
"759"	0.95	0.35
"760"	0.35	0
"761"	0.875	0.2
"762"	0	0.075
"763"	0.325	0.1
"764"	0.075	0
"765"	0.225	0
"766"	0.375	0.625
"767"	0.425	0.05
"768"	0.3	0.25
"769"	0.025	0
"770"	0.3	0
"771"	0.575	0.2
"772"	0.9	0.875
"773"	0.425	0.225
"774"	0.55	0.125
"775"	0.9	0.15
"776"	0.475	0.325
"777"	0.425	0.2
"778"	0.4	0.575
"779"	0.45	0
"780"	0.35	0.175
"781"	0.575	0.2
"782"	0.725	0
"783"	0.325	0.4
"784"	0.625	0.15
"785"	0.15	0.175
"786"	0.425	0
"787"	0.875	0.3
"788"	0.575	0.3
"789"	0.35	0.45
"790"	0.425	0.55
"791"	0.575	1
"792"	0.775	0.15
"793"	0.025	0.025
"794"	0.55	0.225
"795"	0.4	0.85
"796"	0.525	0.125
"797"	0.5	0.25
"798"	0.2	0.325
"799"	0.175	0.05
"800"	0.35	0.55
"801"	0.375	0.2
"802"	0.4	0.075
"803"	0.45	0.675
"804"	0.4	0.375
"805"	0.975	0.225
"806"	1	1
"807"	0	0
"808"	0.575	0.05
"809"	0.275	0.25
"810"	0.525	0.675
"811"	0	1
"812"	0.4	0.25
"813"	0.475	0.1
"814"	0.525	0.825
"815"	0.2	0
"816"	0.225	0.1
"817"	0.325	0.15
"818"	0.225	0.025
"819"	0.25	0.175
"820"	0	0.125
"821"	0.825	1
"822"	0.45	1
"823"	0	0.825
"824"	0.25	0.175
"825"	0.5	0.4
"826"	0.525	0
"827"	0.525	1
"828"	0.5	0.125
"829"	0.35	0.55
"830"	0	0
"831"	0.975	0.4
"832"	0.425	0
"833"	0.3	0.1
"834"	0.375	0.25
"835"	0.45	0.575
"836"	0.575	0.425
"837"	0.9	0
"838"	0.325	0.125
"839"	0.65	0.45
"840"	0.35	0.4
"841"	0.55	0.1
"842"	0.925	0.325
"843"	0.5	0.2
"844"	0.325	0.35
"845"	0.575	0
"846"	0.925	0.35
"847"	0.575	0.3
"848"	0.375	1
"849"	0.675	0.075
"850"	0.45	0.325
"851"	0.425	0.1
"852"	0.925	0.275
"853"	0.025	0.25
"854"	0	0.325
"855"	0.5	0
"856"	0.35	0.675
"857"	0.2	0
"858"	0.15	0.325
"859"	0.325	0
"860"	0.525	0
"861"	0.35	0.75
"862"	0.325	0
"863"	0.1	0
"864"	0.375	0.15
"865"	1	0.275
"866"	0.425	0.2
"867"	0.275	1
"868"	0.3	0.375
"869"	0.475	0.15
"870"	0.5	0.025
"871"	1	0.025
"872"	0.5	0.25
"873"	0	0.05
"874"	0.225	0
"875"	0.525	1
"876"	0.675	0.175
"877"	0.8	0.425
"878"	0.6	0.225
"879"	0.35	0
"880"	0.225	0
"881"	0.3	0.075
"882"	0.45	0.175
"883"	0.5	0.15
"884"	0.65	0.275
"885"	0.325	0.1
"886"	0.575	0.275
"887"	0.875	0.875
"888"	0.35	0.325
"889"	0.05	0.675
"890"	0.225	0.025
"891"	0.5	0.275
"892"	0.875	0.3
"893"	0.425	0.05
"894"	0.475	0
"895"	0.025	0.1
"896"	0.35	0.325
"897"	0.3	0
"898"	0.1	0.55
"899"	0.825	0.175
"900"	0.475	1
"901"	0.425	0.225
"902"	0.25	0
"903"	0.375	0.575
"904"	0.725	0.1
"905"	0.5	0.325
"906"	0.5	0.125
"907"	0	0.1
"908"	0.75	1
"909"	0.475	0.125
"910"	0.425	0.275
"911"	0.675	0.375
"912"	0.5	0
"913"	0.75	0
"914"	0.2	0.5
"915"	0.45	0.175
"916"	0.425	0.55
"917"	0	0.125
"918"	0.025	0.625
"919"	0.475	0.2
"920"	0.55	0
"921"	0.5	0.175
"922"	1	0.175
"923"	0.25	0.65
"924"	0.875	0
"925"	0.975	0.3
"926"	0	0.525
"927"	0.3	0.2
"928"	0.15	0.375
"929"	0.775	0.2
"930"	0.825	1
"931"	0.9	0.4
"932"	0.075	0.3
"933"	0.45	0.3
"934"	0.975	0.175
"935"	0.025	0.525
"936"	1	0.3
"937"	0.45	0.725
"938"	0.25	0.125
"939"	0.55	0.05
"940"	0.4	0.075
"941"	0.125	0
"942"	0.675	0.075
"943"	0.625	0.15
"944"	0.85	0.05
"945"	0	0
"946"	0.225	0.025
"947"	0.475	0.725
"948"	0.5	0.375
"949"	1	1
"950"	0.575	0.5
"951"	0.5	0.1
"952"	0	0.1
"953"	1	1
"954"	0.4	0.35
"955"	0.3	0.45
"956"	0.45	0
"957"	0.4	0.05
"958"	0.35	0
"959"	0.325	1
"960"	1	0.225
"961"	0.35	0.175
"962"	1	0.5
"963"	0.3	0.025
"964"	0.45	0.325
"965"	0.5	0.05
"966"	0.525	0.2
"967"	0.375	0.325
"968"	0.375	0.15
"969"	0.45	0.75
"970"	0.6	0.15
"971"	0.525	0.2
"972"	0.525	0.225
"973"	1	0.15
"974"	1	0.65
"975"	0.15	0.9
"976"	0.525	0.05
"977"	0.75	0
"978"	0.625	0
"979"	0.05	0.225
"980"	0.4	0.35
"981"	0.375	0.3
"982"	0.8	1
"983"	0.775	0.65
"984"	0.6	0.8
"985"	0.725	0.325
"986"	0.375	0.35
"987"	0	0
"988"	0.9	0.55
"989"	0.275	1
"990"	0	0.075
"991"	0.75	0.325
"992"	0.1	0.4
"993"	0.525	0.05
"994"	0.975	0
"995"	0.4	0.025
"996"	1	0
"997"	0.35	0
"998"	0.475	0.075
"999"	0	0
"1000"	0.2	0.1
"1001"	0.375	0
"1002"	0.2	0.225
"1003"	0.375	1
"1004"	0.55	0.425
"1005"	1	0.3
"1006"	0.05	0.1
"1007"	0.5	0.425
"1008"	0.4	0.2
"1009"	0.375	0.1
"1010"	0.5	0.325
"1011"	0.4	1
"1012"	0.85	0.025
"1013"	0.325	0.375
"1014"	0.575	0.15
"1015"	0.4	0.4
"1016"	0.05	0.175
"1017"	0.3	0.975
"1018"	0.4	0.125
"1019"	0.375	0.425
"1020"	0	0.45
"1021"	0.575	0.25
"1022"	0.375	0.125
"1023"	0.525	0.175
"1024"	0.2	0.1
"1025"	0.125	0.175
"1026"	0.5	0
"1027"	0.375	0.425
"1028"	0.325	0
"1029"	0.425	0.35
"1030"	1	0.775
"1031"	0.725	0.4
"1032"	0.525	0.325
"1033"	0.525	0
"1034"	0.25	1
"1035"	0.475	0
"1036"	0.425	0.45
"1037"	0.55	0.45
"1038"	0.475	0.3
"1039"	0.55	0.35
"1040"	0.275	0.325
"1041"	0.425	0.225
"1042"	0.55	0.05
"1043"	0.5	0
"1044"	0.075	0.1
"1045"	0.4	0.35
"1046"	0.175	0.775
"1047"	0.425	0.275
"1048"	0.575	0.25
"1049"	0.45	0.275
"1050"	0	0.375
"1051"	0.25	0.525
"1052"	0.55	0.25
"1053"	0.475	0.1
"1054"	1	1
"1055"	0.425	0.05
"1056"	0.35	0.225
"1057"	0.575	0.05
"1058"	0	0
"1059"	0.4	0.025
"1060"	0.2	0.075
"1061"	0.275	0
"1062"	0.475	0
"1063"	0.575	0.85
"1064"	0.375	0.325
"1065"	0.625	0.125
"1066"	0.95	0
"1067"	0.275	0.025
"1068"	0.45	0.3
"1069"	0.425	0
"1070"	0.475	0.85
"1071"	0.25	0.225
"1072"	0.35	0
"1073"	0.275	0
"1074"	0.375	0
"1075"	0.725	0
"1076"	0.475	0
"1077"	0	0
"1078"	0	0
"1079"	0.25	0
"1080"	0.2	0.25
"1081"	0.15	0.5
"1082"	1	0.475
"1083"	0.55	0.25
"1084"	0.025	0.075
"1085"	0.575	1
"1086"	0.5	0
"1087"	0.575	0.025
"1088"	0.5	0.125
"1089"	0.425	0.225
"1090"	0.75	0
"1091"	0.625	0.125
"1092"	0.4	0
"1093"	0.425	0.025
"1094"	0.1	0.325
"1095"	0.1	0.075
"1096"	1	0.1
"1097"	0.35	0.35
"1098"	0.55	0.125
"1099"	0.35	0.125
"1100"	0.525	0.05
"1101"	0.325	0.75
"1102"	0.3	0.825
"1103"	0.525	0
"1104"	0.125	0.25
"1105"	0.5	0.2
"1106"	0.625	0.275
"1107"	1	1
"1108"	0.675	0.2
"1109"	0.475	0
"1110"	0.4	0
"1111"	0.675	0.4
"1112"	0.4	0.25
"1113"	0.925	0
"1114"	0.025	0.25
"1115"	0.525	0
"1116"	0.375	0.375
"1117"	0	0.225
"1118"	0.125	0
"1119"	0.925	0
"1120"	0	0.675
"1121"	0.125	0.425
"1122"	0	1
"1123"	0.375	0
"1124"	0.575	0.025
"1125"	0.4	0.225
"1126"	0.325	0.2
"1127"	0.925	0
"1128"	1	0
"1129"	0.55	0
"1130"	0.375	0
"1131"	0	0
"1132"	0.45	0.125
"1133"	0.275	0
"1134"	0.775	0
"1135"	0.3	0
"1136"	0.725	1
"1137"	0.7	0.2
"1138"	0.525	0
"1139"	0.575	0
"1140"	0.725	0.15
"1141"	0	0.175
"1142"	0.375	0.125
"1143"	0.475	0
"1144"	0.3	0
"1145"	0.425	0.05
"1146"	0.05	0.1
"1147"	0.475	0.225
"1148"	0.75	0
"1149"	0.5	0.375
"1150"	0.8	0.475
"1151"	0	0.025
"1152"	0.475	0
"1153"	0.475	0.1
"1154"	0.775	1
"1155"	0.825	0.05
"1156"	0.55	0.25
"1157"	0.425	0.35
"1158"	1	0
"1159"	1	0.15
"1160"	0.65	0.15
"1161"	0	0.3
"1162"	0.45	1
"1163"	0.125	0.15
"1164"	0.35	0.375
"1165"	0.775	0.15
"1166"	0.65	0.225
"1167"	1	1
"1168"	0.375	0
"1169"	0.675	0.125
"1170"	0.475	0.025
"1171"	0.35	0
"1172"	0.225	0.15
"1173"	0.525	0.1
"1174"	0.45	1
"1175"	0.675	0.25
"1176"	0.3	0.5
"1177"	0.5	0.35
"1178"	0.3	0.15
"1179"	0.125	1
"1180"	0.6	0.025
"1181"	0.175	0.1
"1182"	0.15	0.825
"1183"	0.15	1
"1184"	0.575	0.825
"1185"	0.05	0
"1186"	0.575	1
"1187"	0.65	0.65
"1188"	0.55	0
"1189"	0.5	0.1
"1190"	0.45	0.3
"1191"	0.775	0.675
"1192"	0.275	0
"1193"	0.475	0.35
"1194"	0.625	0
"1195"	0.5	0.325
"1196"	0.5	0.75
"1197"	0.125	0.6
"1198"	1	0
"1199"	0.35	0
"1200"	0	0
"1201"	0.35	0.125
"1202"	0.625	0.775
"1203"	0.95	0.025
"1204"	0.325	0
"1205"	0.45	0.05
"1206"	0.35	0
"1207"	0.4	1
"1208"	0.525	0.3
"1209"	0.525	0
"1210"	0.525	0.45
"1211"	0.5	1
"1212"	0.475	0.775
"1213"	0.225	0.375
"1214"	1	0.5
"1215"	0.225	0.425
"1216"	0.15	0.25
"1217"	0.6	0
"1218"	0.525	0.475
"1219"	0.175	0.175
"1220"	0.525	0.225
"1221"	0.425	0
"1222"	0	0.325
"1223"	0	0
"1224"	0.175	0
"1225"	0.3	0.1
"1226"	0.9	0
"1227"	0.325	0.45
"1228"	0.575	0
